Fish_Name,Market,Standard,Catch,Ave_Value,Fish_Body_Composition_L,Fish_Body_Composition_M,Fish_Body_Composition_S,Fish_Body_Composition_XS,Date
生ヤリイカ,松浦,生鮮,0.6,981,,,,,2021-05-18
生ホッケ,松前さくら,生鮮,0.8,337,,,,,2021-05-18
生キビナゴ,枕崎,生鮮,1.0,359,,,,,2021-05-18
生シャコ,石巻,生鮮,1.0,"1,873",,,,,2021-05-18
生ヤリイカ,石巻,生鮮,1.1,968,,,,,2021-05-18
生マイワシ,魚津,生鮮,1.1,165,,,,,2021-05-18
生スズキ,石巻,生鮮,1.2,416,,,,,2021-05-18
生ダルマ(メバチ幼魚),房州勝浦,生鮮,1.7,230,,,,,2021-05-18
生ビンナガ,銚子,生鮮,2.6,290,,,,,2021-05-18
生キメジ(キハダ幼魚),房州勝浦,生鮮,2.8,114,,,,,2021-05-18
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),松浦,生鮮,6.0,82,,35,64,1,2021-05-18
生ビンナガ,房州勝浦,生鮮,11.6,303,,,,,2021-05-18
生ゴマサバ,枕崎,生鮮,16.3,163,,,,,2021-05-18
生マイワシ,石巻,生鮮,21.6,35,,,,,2021-05-18
生マサバ,女川,生鮮,27.2,91,,,,,2021-05-18
生カツオ(釣り),房州勝浦,生鮮,27.4,141,,,,,2021-05-18
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),釜石,生鮮,28.4,90,,,,,2021-05-18
生マサバ,松浦,生鮮,30.5,65,,,,,2021-05-18
生マアジ,松浦,生鮮,36.3,64,,,,,2021-05-18
生ギンザケ(養殖),女川,生鮮,39.5,596,,,,,2021-05-18
生ギンザケ(養殖),石巻,生鮮,43.5,590,,,,,2021-05-18
生スケトウダラ,稚内,生鮮,163.0,31,,100,,,2021-05-18
生マイワシ,女川,生鮮,172.8,33,,,,,2021-05-18
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),石巻,生鮮,289.2,93,,,,,2021-05-18
生イサキ,下田,生鮮,0.0,669,,100,,,2021-05-20
生その他かれい類,八木,生鮮,0.0,123,,,,,2021-05-20
生マコガレイ,八木,生鮮,0.0,130,,,,,2021-05-20
生ヒラメ(天然),八木,生鮮,0.0,280,,,,,2021-05-20
生アイナメ,八木,生鮮,0.0,426,,,,,2021-05-20
生本マス（サクラマス）,大槌,生鮮,0.0,960,,,,,2021-05-20
生その他かれい類,大槌,生鮮,0.0,464,,,,,2021-05-20
生ババガレイ（ナメタ）,大槌,生鮮,0.0,208,,,,,2021-05-20
生ヒラメ(天然),大槌,生鮮,0.0,829,,,,,2021-05-20
生その他のめばる類,大槌,生鮮,0.0,226,,,,,2021-05-20
生アイナメ,大槌,生鮮,0.0,546,,,,,2021-05-20
生その他の魚類,大槌,生鮮,0.0,334,,,,,2021-05-20
生たこ類,大槌,生鮮,0.0,449,,,,,2021-05-20
生その他かれい類,女川,生鮮,0.0,240,,,,,2021-05-20
生ババガレイ（ナメタ）,女川,生鮮,0.0,702,,,,,2021-05-20
生アカガレイ（ミガレイ）,女川,生鮮,0.0,116,,,,,2021-05-20
生ダルマガレイ,女川,生鮮,0.0,216,,,,,2021-05-20
生ヒラメ(天然),女川,生鮮,0.0,677,,,,,2021-05-20
生クロソイ,女川,生鮮,0.0,540,,,,,2021-05-20
生そい類,女川,生鮮,0.0,447,,,,,2021-05-20
生アカムツ(ﾉﾄﾞｸﾞﾛ),女川,生鮮,0.0,756,,,,,2021-05-20
生アンコウ,女川,生鮮,0.0,108,,,,,2021-05-20
生ドンコ,女川,生鮮,0.0,108,,,,,2021-05-20
生アイナメ,女川,生鮮,0.0,616,,,,,2021-05-20
生ニシン,女川,生鮮,0.0,108,,,,,2021-05-20
生スズキ,女川,生鮮,0.0,332,,,,,2021-05-20
生ウマズラハギ,女川,生鮮,0.0,166,,,,,2021-05-20
生ウミタナゴ,女川,生鮮,0.0,540,,,,,2021-05-20
生あなご類,女川,生鮮,0.0,"1,021",,,,,2021-05-20
生その他の魚類,女川,生鮮,0.0,"1,728",,,,,2021-05-20
生ミズダコ,女川,生鮮,0.0,405,,,,,2021-05-20
生ばいがい類(つぶ貝),女川,生鮮,0.0,186,,,,,2021-05-20
生マサバ(養殖),松浦,生鮮,0.0,201,,,,,2021-05-20
生イシダイ,松浦,生鮮,0.0,"1,111",,,,,2021-05-20
生ムツ(ｵｷﾑﾂ),松浦,生鮮,0.0,46,,,,,2021-05-20
生イサキ,松浦,生鮮,0.0,264,100,,,,2021-05-20
生スズキ,松浦,生鮮,0.0,154,,,,,2021-05-20
生とびうお類,松浦,生鮮,0.0,68,,,,,2021-05-20
生メジナ,松浦,生鮮,0.0,77,,,,,2021-05-20
生アオリイカ,松浦,生鮮,0.0,491,,,,,2021-05-20
生ウルメイワシ,枕崎,生鮮,0.0,31,,,,,2021-05-20
生マアジ,枕崎,生鮮,0.0,924,,,,,2021-05-20
生マサバ,枕崎,生鮮,0.0,398,,,,,2021-05-20
生カンパチ,枕崎,生鮮,0.0,906,,,,,2021-05-20
生マダイ(天然),枕崎,生鮮,0.0,639,,,,,2021-05-20
生イシダイ,枕崎,生鮮,0.0,950,,,,,2021-05-20
生イサキ,枕崎,生鮮,0.0,583,,,,,2021-05-20
生ニザダイ,枕崎,生鮮,0.0,492,,,,,2021-05-20
生メジナ,枕崎,生鮮,0.0,485,,,,,2021-05-20
生その他の魚類,枕崎,生鮮,0.0,370,,,,,2021-05-20
生アオリイカ,枕崎,生鮮,0.0,"1,400",,,,,2021-05-20
生こういか類,枕崎,生鮮,0.0,500,,,,,2021-05-20
生貝類,枕崎,生鮮,0.0,700,,,,,2021-05-20
生かさご類,浜坂,生鮮,0.0,754,,,,,2021-05-20
生ケンサキイカ（シロイカ,浜坂,生鮮,0.0,"2,171",,,,,2021-05-20
生本マス（サクラマス）,田老,生鮮,0.0,"1,059",,,,,2021-05-20
生ババガレイ（ナメタ）,田老,生鮮,0.0,265,,,,,2021-05-20
生ドンコ,田老,生鮮,0.0,55,,,,,2021-05-20
生アイナメ,田老,生鮮,0.0,397,,,,,2021-05-20
生その他の魚類,田老,生鮮,0.0,119,,,,,2021-05-20
生トキサケ,石巻,生鮮,0.0,"1,188",,,,,2021-05-20
生マスノスケ,石巻,生鮮,0.0,756,,,,,2021-05-20
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),石巻,生鮮,0.0,49,,,,,2021-05-20
生ヒラマサ,石巻,生鮮,0.0,718,,,,,2021-05-20
生さわら類,石巻,生鮮,0.0,428,,,,,2021-05-20
生イシダイ,石巻,生鮮,0.0,"1,245",,,,,2021-05-20
生クロダイ,石巻,生鮮,0.0,251,,,,,2021-05-20
生その他のふぐ類,石巻,生鮮,0.0,35,,,,,2021-05-20
生トラフグ,石巻,生鮮,0.0,480,,,,,2021-05-20
生アカガレイ（ミガレイ）,石巻,生鮮,0.0,46,,,,,2021-05-20
生ホシガレイ,石巻,生鮮,0.0,"2,514",,,,,2021-05-20
生ヌマガレイ(川鰈･鷹羽鰈,石巻,生鮮,0.0,11,,,,,2021-05-20
生アブラガレイ,石巻,生鮮,0.0,54,,,,,2021-05-20
生めぬけ類,石巻,生鮮,0.0,648,,,,,2021-05-20
生めばる類,石巻,生鮮,0.0,265,,,,,2021-05-20
生ウスメバル,石巻,生鮮,0.0,540,,,,,2021-05-20
生タケノコメバル,石巻,生鮮,0.0,771,,,,,2021-05-20
生ギンポ・ガジ,石巻,生鮮,0.0,94,,,,,2021-05-20
生クロムツ,石巻,生鮮,0.0,"1,993",,,,,2021-05-20
生ドンコ,石巻,生鮮,0.0,56,,,,,2021-05-20
生アイナメ,石巻,生鮮,0.0,554,,,,,2021-05-20
生イシナギ(ｵﾖ),石巻,生鮮,0.0,730,,,,,2021-05-20
生ニシン,石巻,生鮮,0.0,127,,,,,2021-05-20
生タチウオ,石巻,生鮮,0.0,951,,,,,2021-05-20
生マトウダイ,石巻,生鮮,0.0,235,,,,,2021-05-20
生メダイ(ﾀﾞﾙﾏ),石巻,生鮮,0.0,54,,,,,2021-05-20
生コノシロ,石巻,生鮮,0.0,11,,,,,2021-05-20
生えい類,石巻,生鮮,0.0,11,,,,,2021-05-20
生その他のえび類,石巻,生鮮,0.0,972,,,,,2021-05-20
生クルマエビ,石巻,生鮮,0.0,"3,672",,,,,2021-05-20
生かに類（その他）,石巻,生鮮,0.0,826,,,,,2021-05-20
生アオリイカ,石巻,生鮮,0.0,"1,944",,,,,2021-05-20
生たこ類,石巻,生鮮,0.0,22,,,,,2021-05-20
生アサリ,石巻,生鮮,0.0,934,,,,,2021-05-20
生イガイ（ガゾウ含）,石巻,生鮮,0.0,216,,,,,2021-05-20
生マイワシ,釜石,生鮮,0.0,22,,,,,2021-05-20
生本マス（サクラマス）,釜石,生鮮,0.0,725,,,,,2021-05-20
生マスノスケ,釜石,生鮮,0.0,842,,,,,2021-05-20
生さわら類,釜石,生鮮,0.0,338,,,,,2021-05-20
生マダイ(天然),釜石,生鮮,0.0,968,,,,,2021-05-20
生その他のふぐ類,釜石,生鮮,0.0,"1,092",,,,,2021-05-20
生その他かれい類,釜石,生鮮,0.0,389,,,,,2021-05-20
生マコガレイ,釜石,生鮮,0.0,150,,,,,2021-05-20
生ババガレイ（ナメタ）,釜石,生鮮,0.0,311,,,,,2021-05-20
生ヒラメ(天然),釜石,生鮮,0.0,887,,,,,2021-05-20
生めばる類,釜石,生鮮,0.0,162,,,,,2021-05-20
生クロソイ,釜石,生鮮,0.0,199,,,,,2021-05-20
生その他のめばる類,釜石,生鮮,0.0,76,,,,,2021-05-20
生スケトウダラ,釜石,生鮮,0.0,16,,,,,2021-05-20
生ホッケ,釜石,生鮮,0.0,258,,,,,2021-05-20
生ホウボウ(ｶﾅｶﾞｼﾗ含),釜石,生鮮,0.0,"1,093",,,,,2021-05-20
生アンコウ,釜石,生鮮,0.0,22,,,,,2021-05-20
生スズキ,釜石,生鮮,0.0,550,,,,,2021-05-20
生カワハギ,釜石,生鮮,0.0,248,,,,,2021-05-20
生ウミタナゴ,釜石,生鮮,0.0,225,,,,,2021-05-20
生あなご類,釜石,生鮮,0.0,962,,,,,2021-05-20
生ヤリイカ,釜石,生鮮,0.0,"1,023",,,,,2021-05-20
生その他のいか類,釜石,生鮮,0.0,216,,,,,2021-05-20
生ほや,釜石,生鮮,0.0,140,,,,,2021-05-20
生ヒラマサ,銚子,生鮮,0.0,492,,,,,2021-05-20
生ウルメイワシ,魚津,生鮮,0.0,22,,,,,2021-05-20
生シラス,魚津,生鮮,0.0,621,,,,,2021-05-20
生さわら類,魚津,生鮮,0.0,"1,188",,,,,2021-05-20
生イシダイ,魚津,生鮮,0.0,772,100,,,,2021-05-20
生ヒラメ(天然),魚津,生鮮,0.0,648,,,,,2021-05-20
生ホッケ,魚津,生鮮,0.0,54,,,,,2021-05-20
生スズキ,魚津,生鮮,0.0,432,,,,,2021-05-20
生ウマズラハギ,魚津,生鮮,0.0,594,,,,,2021-05-20
生カシコ(魚津),魚津,生鮮,0.0,162,,,,,2021-05-20
生トキサケ,田野畑,生鮮,0.0,"2,460",,,,,2021-05-20
生カラフトマス（青鱒）,田野畑,生鮮,0.0,108,,,,,2021-05-20
生マスノスケ,田野畑,生鮮,0.0,"4,632",,,,,2021-05-20
生さわら類,田野畑,生鮮,0.0,384,,,,,2021-05-20
生マコガレイ,田野畑,生鮮,0.0,183,,,,,2021-05-20
生ババガレイ（ナメタ）,田野畑,生鮮,0.0,266,,,,,2021-05-20
生ヒラメ(天然),田野畑,生鮮,0.0,470,,,,,2021-05-20
生クロソイ,田野畑,生鮮,0.0,84,,,,,2021-05-20
生ドンコ,田野畑,生鮮,0.0,656,,,,,2021-05-20
生アイナメ,田野畑,生鮮,0.0,537,,,,,2021-05-20
生スズキ,田野畑,生鮮,0.0,541,,,,,2021-05-20
生カワハギ,田野畑,生鮮,0.0,277,,,,,2021-05-20
生ウミタナゴ,田野畑,生鮮,0.0,88,,,,,2021-05-20
生あなご類,田野畑,生鮮,0.0,0,,,,,2021-05-20
生その他の魚類,田野畑,生鮮,0.0,122,,,,,2021-05-20
生ヤリイカ,田野畑,生鮮,0.0,"1,143",,,,,2021-05-20
生キメジ(キハダ幼魚),紀伊勝浦,生鮮,0.0,285,,,,,2021-05-20
生ババガレイ（ナメタ）,八木,生鮮,0.1,128,,,,,2021-05-20
生その他のめばる類,八木,生鮮,0.1,134,,,,,2021-05-20
生その他の魚類,八木,生鮮,0.1,67,,,,,2021-05-20
生ヤナギムシガレイ(笹鰈),女川,生鮮,0.1,32,,,,,2021-05-20
生ホウボウ(ｶﾅｶﾞｼﾗ含),女川,生鮮,0.1,62,,,,,2021-05-20
生ヤリイカ,女川,生鮮,0.1,746,,,,,2021-05-20
生スルメイカ,新潟,生鮮,0.1,630,,,,100,2021-05-20
生ヒラマサ,松浦,生鮮,0.1,198,51,,49,,2021-05-20
生さわら類,松浦,生鮮,0.1,323,,,100,,2021-05-20
生こういか類,松浦,生鮮,0.1,127,,,,,2021-05-20
生ハタハタ,浜坂,生鮮,0.1,261,,,,,2021-05-20
冷ハタハタ,浜坂,冷凍,0.1,159,,,,,2021-05-20
生ウミタナゴ,田老,生鮮,0.1,161,,,,,2021-05-20
生たこ類,田老,生鮮,0.1,555,,,,,2021-05-20
生キハダ,石巻,生鮮,0.1,454,,,,,2021-05-20
生ミギガレイ（コウダカ）,石巻,生鮮,0.1,84,,,,,2021-05-20
生メイタガレイ,石巻,生鮮,0.1,54,,,,,2021-05-20
生イシガレイ,石巻,生鮮,0.1,199,,,,,2021-05-20
生ヒレグロ（オイラン）,石巻,生鮮,0.1,124,,,,,2021-05-20
生キツネメバル（マゾイ）,石巻,生鮮,0.1,144,,,,,2021-05-20
生ニギス(メギス),石巻,生鮮,0.1,32,,,,,2021-05-20
生こち類,石巻,生鮮,0.1,383,,,,,2021-05-20
生アカムツ(ﾉﾄﾞｸﾞﾛ),石巻,生鮮,0.1,629,,,,,2021-05-20
生メヒカリ,石巻,生鮮,0.1,704,,,,,2021-05-20
生かじか類,石巻,生鮮,0.1,44,,,,,2021-05-20
生ボラ,石巻,生鮮,0.1,32,,,,,2021-05-20
生シジミ,石巻,生鮮,0.1,614,,,,,2021-05-20
生ドンコ,釜石,生鮮,0.1,158,,,,,2021-05-20
生アイナメ,釜石,生鮮,0.1,433,,,,,2021-05-20
生スルメイカ,釜石,生鮮,0.1,341,,,,,2021-05-20
生スルメイカ,魚津,生鮮,0.1,524,,,,,2021-05-20
生キメジ(キハダ幼魚),御前崎,生鮮,0.1,535,,,,,2021-05-20
生メバチ,気仙沼,生鮮,0.1,675,,,,,2021-05-20
生その他の魚類,松浦,生鮮,0.2,82,,,,,2021-05-20
生メバチ,石巻,生鮮,0.2,378,,,,,2021-05-20
生ダルマ(メバチ幼魚),石巻,生鮮,0.2,280,,,,,2021-05-20
生ムシガレイ（ミズガレイ,石巻,生鮮,0.2,132,,,,,2021-05-20
生ウマズラハギ,石巻,生鮮,0.2,233,,,,,2021-05-20
生ガザミ(ワタリガニ),石巻,生鮮,0.2,"1,681",,,,,2021-05-20
生こういか類,石巻,生鮮,0.2,260,,,,,2021-05-20
生その他の魚類,釜石,生鮮,0.2,32,,,,,2021-05-20
生キハダ,銚子,生鮮,0.2,"1,226",,,,,2021-05-20
生マイワシ,魚津,生鮮,0.2,44,,,,,2021-05-20
生ホッケ,田野畑,生鮮,0.2,128,,,,,2021-05-20
生たこ類,田野畑,生鮮,0.2,589,,,,,2021-05-20
生アカガレイ（ミガレイ）,浜坂,生鮮,0.3,338,,,,,2021-05-20
生その他かれい類,石巻,生鮮,0.3,273,,,,,2021-05-20
生ケガニ,石巻,生鮮,0.3,"1,483",,,,,2021-05-20
生ばいがい類(つぶ貝),石巻,生鮮,0.3,231,,,,,2021-05-20
生ホッケ,釧路,生鮮,0.3,95,,,,,2021-05-20
生ドスイカ,釧路,生鮮,0.3,230,,,,,2021-05-20
生マダイ(天然),魚津,生鮮,0.3,324,,,,,2021-05-20
生ホタルイカ,魚津,生鮮,0.3,"1,350",,,,,2021-05-20
生本マス（サクラマス）,田野畑,生鮮,0.3,866,,,,,2021-05-20
生クロマグロ,紀伊勝浦,生鮮,0.3,"1,287",,,,,2021-05-20
生サメガレイ,石巻,生鮮,0.4,162,,,,,2021-05-20
生ホウボウ(ｶﾅｶﾞｼﾗ含),石巻,生鮮,0.4,44,,,,,2021-05-20
生あなご類,石巻,生鮮,0.5,"1,133",,,,,2021-05-20
生その他のいか類,石巻,生鮮,0.5,633,,,,,2021-05-20
生ダルマ(メバチ幼魚),紀伊勝浦,生鮮,0.5,463,,,,,2021-05-20
生マルアジ(青ｱｼﾞ),松浦,生鮮,0.6,23,6,,,94,2021-05-20
生えそ類,松浦,生鮮,0.6,62,100,,,,2021-05-20
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),枕崎,生鮮,0.6,82,,,,,2021-05-20
生ヤナギムシガレイ(笹鰈),石巻,生鮮,0.6,324,,,,,2021-05-20
生サメガレイ,釧路,生鮮,0.6,232,,,,,2021-05-20
生アブラガレイ,釧路,生鮮,0.6,216,,,,,2021-05-20
生コマイ,釧路,生鮮,0.6,86,,,,,2021-05-20
生その他のふぐ類,魚津,生鮮,0.6,184,,,,,2021-05-20
生マコガレイ,石巻,生鮮,0.7,132,,,,,2021-05-20
生あなご類,釧路,生鮮,0.7,86,,,,,2021-05-20
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),魚津,生鮮,0.7,290,,97,3,,2021-05-20
生キメジ(キハダ幼魚),房州勝浦,生鮮,0.7,208,,,,,2021-05-20
生かます類,松浦,生鮮,0.8,271,,,,,2021-05-20
生スルメイカ,石巻,生鮮,0.8,479,,,,,2021-05-20
生ほや,石巻,生鮮,0.8,131,,,,,2021-05-20
生キメジ(キハダ幼魚),銚子,生鮮,0.8,908,,,,,2021-05-20
生カツオ(釣り),気仙沼,生鮮,0.8,122,,,,,2021-05-20
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),松浦,生鮮,0.9,80,,98,2,,2021-05-20
生ハガツオ,松浦,生鮮,0.9,43,,,,,2021-05-20
生マアジ,福岡,生鮮,0.9,254,,100,,,2021-05-20
生メカジキ,紀伊勝浦,生鮮,0.9,869,,,,,2021-05-20
冷ミナミマグロ,三崎,冷凍,1.0,"2,241",,,,,2021-05-20
生スルメイカ,松浦,生鮮,1.0,354,51,,,3,2021-05-20
生アブラザメ,石巻,生鮮,1.0,17,,,,,2021-05-20
生マダイ(天然),松浦,生鮮,1.1,205,,,,,2021-05-20
生ゴマサバ,枕崎,生鮮,1.1,147,,,,,2021-05-20
生スルメイカ,浜坂,生鮮,1.1,712,,,,,2021-05-20
生マダラ,釜石,生鮮,1.1,142,,,,,2021-05-20
生ヤナギムシガレイ(笹鰈),釧路,生鮮,1.2,184,,,,,2021-05-20
生マダラ,女川,生鮮,1.3,161,,,,,2021-05-20
生ヒラメ(天然),石巻,生鮮,1.3,459,,,,,2021-05-20
生メバチ,紀伊勝浦,生鮮,1.3,"1,024",,,,,2021-05-20
生ババガレイ（ナメタ）,石巻,生鮮,1.4,389,,,,,2021-05-20
生マダイ(天然),石巻,生鮮,1.5,426,,,,,2021-05-20
生ソウハチ（エテガレイ）,石巻,生鮮,1.5,30,,,,,2021-05-20
生アンコウ,石巻,生鮮,1.6,69,,,,,2021-05-20
生マカジキ,紀伊勝浦,生鮮,1.6,527,,,,,2021-05-20
生シイラ,松浦,生鮮,1.8,28,,,,,2021-05-20
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),魚津,生鮮,1.9,131,11,59,,30,2021-05-20
生シャコ,石巻,生鮮,2.0,"1,678",,,,,2021-05-20
生ヤリイカ,石巻,生鮮,2.0,823,,,,,2021-05-20
生キハダ,紀伊勝浦,生鮮,2.0,"1,077",,,,,2021-05-20
生たこ類,八木,生鮮,2.1,598,,,,,2021-05-20
生ます類,女川,生鮮,2.1,594,,,,,2021-05-20
生タチウオ,松浦,生鮮,2.3,45,2,,,98,2021-05-20
生ヒラマサ,福岡,生鮮,2.4,540,,,,,2021-05-20
生キンメダイ,銚子,生鮮,2.5,"1,402",,,,,2021-05-20
生にべ・ぐち類,石巻,生鮮,2.6,69,,,,,2021-05-20
生ミズダコ,釧路,生鮮,2.6,426,,,,,2021-05-20
生カワハギ,福岡,生鮮,2.9,438,,,,,2021-05-20
生その他の魚類,石巻,生鮮,3.0,20,,,,,2021-05-20
生カタクチイワシ,沼津,生鮮,3.1,54,,,,,2021-05-20
生カツオ(釣り),御前崎,生鮮,3.2,314,,,,,2021-05-20
生スズキ,石巻,生鮮,3.4,249,,,,,2021-05-20
生くろかわ類(しろかわ含),紀伊勝浦,生鮮,3.7,327,,,,,2021-05-20
冷ホタルイカ,浜坂,冷凍,3.8,191,,,,,2021-05-20
生ます類,石巻,生鮮,3.8,594,,,,,2021-05-20
生キンキ(キチジ),釧路,生鮮,4.1,"1,728",,,,,2021-05-20
生マサバ,浜田,生鮮,4.8,83,,,,100,2021-05-20
生マアジ,魚津,生鮮,5.3,250,,92,8,,2021-05-20
生マサバ,唐津,生鮮,5.4,116,16,,,84,2021-05-20
生カツオ(釣り),枕崎,生鮮,5.5,166,,,74,26,2021-05-20
生ダルマ(メバチ幼魚),気仙沼,生鮮,5.9,294,,,,,2021-05-20
生ホタルイカ,浜坂,生鮮,6.0,145,,,,,2021-05-20
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),銚子,生鮮,6.4,194,,,,,2021-05-20
生キンメダイ,下田,生鮮,6.8,972,6,21,29,44,2021-05-20
生ヤリイカ,松浦,生鮮,7.1,745,,,,,2021-05-20
生ミズダコ,石巻,生鮮,8.5,269,,,,,2021-05-20
生イサキ,福岡,生鮮,8.5,508,,,,,2021-05-20
生スケトウダラ,石巻,生鮮,8.6,28,,,,,2021-05-20
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),田野畑,生鮮,12.5,59,,,,,2021-05-20
生マアジ,浜田,生鮮,18.4,335,,32,46,22,2021-05-20
生むろあじ類(ﾏﾙｱｼﾞ除),枕崎,生鮮,22.1,127,,,,,2021-05-20
生キダイ,福岡,生鮮,24.0,281,,,,,2021-05-20
生マダラ,石巻,生鮮,24.1,177,,,,,2021-05-20
生マアジ,銚子,生鮮,24.9,137,,,,,2021-05-20
生ビンナガ,石巻,生鮮,25.5,324,,,,,2021-05-20
生スケトウダラ,女川,生鮮,26.6,49,,,,,2021-05-20
生カツオ(旋網),石巻,生鮮,27.1,165,,,,,2021-05-20
冷メバチ,三崎,冷凍,31.0,972,,,,,2021-05-20
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),沼津,生鮮,31.9,81,,,,,2021-05-20
生ギンザケ(養殖),女川,生鮮,36.8,609,,,,,2021-05-20
生マサバ,松浦,生鮮,41.5,64,1,,,13,2021-05-20
生ビンナガ,紀伊勝浦,生鮮,43.3,266,,,,,2021-05-20
生ギンザケ(養殖),石巻,生鮮,47.8,603,,,,,2021-05-20
生ウルメイワシ,松浦,生鮮,48.1,73,,,,,2021-05-20
生ゴマサバ,松浦,生鮮,50.4,101,,,,100,2021-05-20
生マアジ,唐津,生鮮,56.9,180,,40,60,,2021-05-20
生カツオ(釣り),房州勝浦,生鮮,59.4,121,,,,,2021-05-20
生マイワシ,沼津,生鮮,61.1,19,,,,,2021-05-20
生マアジ,松浦,生鮮,63.8,92,35,,2,,2021-05-20
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),釜石,生鮮,76.0,69,,,,,2021-05-20
生カツオ(旋網),気仙沼,生鮮,76.0,165,,,,,2021-05-20
生マダラ,釧路,生鮮,79.3,131,,,,,2021-05-20
生マサバ,女川,生鮮,92.3,80,,,,,2021-05-20
生ゴマサバ,唐津,生鮮,94.4,127,5,,,95,2021-05-20
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),小川,生鮮,100.0,127,,,,,2021-05-20
生スケトウダラ,釧路,生鮮,137.0,43,,,,,2021-05-20
生マイワシ,石巻,生鮮,149.0,29,,,,,2021-05-20
生カツオ(旋網),銚子,生鮮,284.3,158,,,,,2021-05-20
生マイワシ,銚子,生鮮,287.7,80,,,,,2021-05-20
生マイワシ,女川,生鮮,378.1,26,,,,,2021-05-20
生ビンナガ,気仙沼,生鮮,415.6,323,,,,,2021-05-20
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),石巻,生鮮,689.8,76,,,,,2021-05-20
生イサキ,下田,生鮮,0.0,452,,100,,,2021-05-21
生マダイ(天然),女川,生鮮,0.0,756,,,,,2021-05-21
生アカガレイ（ミガレイ）,女川,生鮮,0.0,162,,,,,2021-05-21
生ダルマガレイ,女川,生鮮,0.0,216,,,,,2021-05-21
生ヒラメ(天然),女川,生鮮,0.0,501,,,,,2021-05-21
生そい類,女川,生鮮,0.0,540,,,,,2021-05-21
生ドンコ,女川,生鮮,0.0,756,,,,,2021-05-21
生ニシン,女川,生鮮,0.0,108,,,,,2021-05-21
生ヤリイカ,女川,生鮮,0.0,864,,,,,2021-05-21
生ミズダコ,女川,生鮮,0.0,162,,,,,2021-05-21
生ばいがい類(つぶ貝),女川,生鮮,0.0,216,,,,,2021-05-21
生ウルメイワシ,松浦,生鮮,0.0,25,,,,,2021-05-21
生ブリ(天然：ｲﾅﾀﾞ･ﾜﾗｻ含),松浦,生鮮,0.0,38,,,100,,2021-05-21
生マダイ(天然),松浦,生鮮,0.0,163,,,,,2021-05-21
生スズキ,松浦,生鮮,0.0,154,,,,,2021-05-21
生とびうお類,松浦,生鮮,0.0,44,,,,,2021-05-21
生イボダイ,松浦,生鮮,0.0,617,,,,,2021-05-21
生マダイ(天然),枕崎,生鮮,0.0,843,,,,,2021-05-21
生イサキ,枕崎,生鮮,0.0,581,,,,,2021-05-21
生メジナ,枕崎,生鮮,0.0,730,,,,,2021-05-21
生カワハギ,枕崎,生鮮,0.0,235,,,,,2021-05-21
生ふえふきだい類(ﾀﾏﾐ),枕崎,生鮮,0.0,550,,,,,2021-05-21
生その他の魚類,枕崎,生鮮,0.0,500,,,,,2021-05-21
生マアジ,油津,生鮮,0.0,430,,,,,2021-05-21
生マルアジ(青ｱｼﾞ),油津,生鮮,0.0,216,,,,,2021-05-21
生さば類(ﾏｻﾊﾞ・ｺﾞﾏｻﾊﾞ込),油津,生鮮,0.0,216,,,,,2021-05-21
生その他のふぐ類,油津,生鮮,0.0,162,,,,,2021-05-21
生コシナガ,油津,生鮮,0.0,54,,,,,2021-05-21
生にべ・ぐち類,油津,生鮮,0.0,148,,,,,2021-05-21
生タチウオ,油津,生鮮,0.0,149,,,,,2021-05-21
生とびうお類,油津,生鮮,0.0,310,,,,,2021-05-21
生かます類,油津,生鮮,0.0,191,,,,,2021-05-21
生かさご類,浜坂,生鮮,0.0,"1,211",,,,,2021-05-21
生ハタハタ,浜坂,生鮮,0.0,586,,,,,2021-05-21
生その他のえび類,浜坂,生鮮,0.0,"2,970",,,,,2021-05-21
冷えび類,浜坂,冷凍,0.0,"2,722",,,,,2021-05-21
冷スルメイカ,浜坂,冷凍,0.0,314,,,,,2021-05-21
生その他のいか類,浜田,生鮮,0.0,173,,,,,2021-05-21
生マスノスケ,石巻,生鮮,0.0,"5,943",,,,,2021-05-21
生ヒラマサ,石巻,生鮮,0.0,562,,,,,2021-05-21
生イシダイ,石巻,生鮮,0.0,"1,045",,,,,2021-05-21
生クロダイ,石巻,生鮮,0.0,304,,,,,2021-05-21
生その他のふぐ類,石巻,生鮮,0.0,54,,,,,2021-05-21
