水揚日,荷主コード,荷主名,分類コード,分類名,魚種コード,魚種名,規格コード,規格名,仕切個数,仕切数量,仕切単価区分名,仕切税抜金額
20160419,54079,ツガイナカ中村漁場　１号,27,その他魚類,2735,にしん,0,,0,0.7,キロ,210
20160419,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,33,３Ｋ台　,1,2.9,キロ,5800
20160419,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,1,キロ,348
20160419,54079,ツガイナカ中村漁場　１号,21,たこ,2101,活だこ,3,大大　　,2,41.4,キロ,24012
20160419,54079,ツガイナカ中村漁場　１号,20,いか,2022,あかいか,0,,3,40,キロ,400
20160419,54079,ツガイナカ中村漁場　１号,20,いか,2010,みずいか,0,,0,2,キロ,600
20160419,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,6,小　　　,1,0.8,キロ,520
20160419,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,5,中　　　,1,1.2,キロ,780
20160419,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,0.6,キロ,660
20160419,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,6,小　　　,1,0.4,キロ,160
20160419,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,4,大　　　,1,1.1,キロ,275
20160419,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,1,0.6,キロ,90
20160419,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,18,220,キロ,27500
20160419,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,0,0.6,キロ,420
20160419,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,4,大　　　,0,10.8,キロ,7560
20160419,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,0,1.5,キロ,30
20160419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,8,３小　　,0,1,キロ,30
20160419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,7,２小　　,0,6.8,キロ,476
20160419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,6,小　　　,0,5.7,キロ,627
20160419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中　　　,0,2.8,キロ,448
20160419,54079,ツガイナカ中村漁場　１号,3,さば,301,さば,0,,0,0.6,キロ,60
20160419,54079,ツガイナカ中村漁場　１号,2,ます,202,あおます,7,２小　　,26,303,キロ,33330
20160419,54079,ツガイナカ中村漁場　１号,2,ます,202,あおます,6,小　　　,9,108,キロ,11880
20160419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,137,２小キズ,3,1.4,キロ,140
20160419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,4,3.1,キロ,558
20160419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,135,中キズ,3,3.8,キロ,1045
20160419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,46,22.7,キロ,4767
20160419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,341,306.8,キロ,111982
20160419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,109,152,キロ,83600
20160419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,10,23,キロ,30130
20160419,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,32,２Ｋ台　,1,2,キロ,2200
20160419,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,32,２Ｋ台　,1,2.2,キロ,2860
20160419,54079,ツガイナカ中村漁場　１号,27,その他魚類,2726,かわはぎ,0,,0,0.5,キロ,150
20160420,54079,ツガイナカ中村漁場　１号,27,その他魚類,2736,さわら,0,,0,1,キロ,100
20160420,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,3.5ｋ,1,3.3,キロ,7590
20160420,54079,ツガイナカ中村漁場　１号,27,その他魚類,2712,とらふぐ,0,活,2,1.2,キロ,1200
20160420,54079,ツガイナカ中村漁場　１号,27,その他魚類,2712,とらふぐ,0,活,1,0.9,キロ,1350
20160420,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,62,キズ　　,0,4.7,キロ,1410
20160420,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,0,,0,1.2,キロ,48
20160420,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,7,キロ,3045
20160420,54079,ツガイナカ中村漁場　１号,20,いか,2022,あかいか,0,,1,4,キロ,40
20160420,54079,ツガイナカ中村漁場　１号,27,その他魚類,1401,あぶらこ,4,大　　　,0,1.2,キロ,480
20160420,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,8,３小　　,0,0.2,キロ,20
20160420,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1301,まぞい,6,小　　　,0,0.5,キロ,250
20160420,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,0,,1,0.7,キロ,700
20160420,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,56,800,キロ,104000
20160420,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,4,大　　　,0,1.7,キロ,850
20160420,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,7,２小　　,0,2.9,キロ,174
20160420,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,6,小　　　,0,6.3,キロ,693
