水揚日,荷主コード,荷主名,分類コード,分類名,魚種コード,魚種名,規格コード,規格名,仕切個数,仕切数量,仕切単価区分名,仕切税抜金額
20090413,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,1,2,キロ,1400
20090413,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,4,2,キロ,300
20090413,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,53,49.2,キロ,14760
20090413,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,40,59.7,キロ,29850
20090413,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,15,34.4,キロ,30960
20090413,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,3,大大,1,3,キロ,4050
20090413,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,0,115,キロ,4600
20090413,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,0,2,キロ,200
20090413,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,5,キロ,50
20090413,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,,1,4.8,キロ,8640
20090413,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,4,大,0,1.6,キロ,640
20090413,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,0,0.5,キロ,100
20090413,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,65,込,0,415,キロ,24900
20090413,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中,7,87,キロ,17400
20090413,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,4,大,0,0.7,キロ,245
20090413,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,6,小,0,0.3,キロ,120
20090413,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,5,中,0,0.9,キロ,630
20090414,54079,ツガイナカ中村漁場　１号,20,いか,2022,あかいか,0,,0,1,キロ,10
20090414,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,3,大大,1,3,キロ,4350
20090414,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,2,1,キロ,200
20090414,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,10,9.2,キロ,3220
20090414,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,18,249,キロ,12450
20090414,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,0,1.9,キロ,190
20090414,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,0.1,キロ,50
20090414,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,2,キロ,20
20090414,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,0,2,キロ,20
20090414,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,1,0.1,キロ,10
20090414,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,0,,1,0.2,キロ,40
20090414,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中,0,2.2,キロ,352
20090414,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小,4,52,キロ,3120
20090414,54079,ツガイナカ中村漁場　１号,11,かれい,1114,まがれい,0,,1,0.5,キロ,150
20090414,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,4,キロ,1364
20090415,54079,ツガイナカ中村漁場　１号,2,ます,202,あおます,0,,1,1.2,キロ,420
20090415,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,6,小,1,4,キロ,1520
20090415,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,4,大,1,18,キロ,3960
20090415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,1,0.4,キロ,80
20090415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,2,1.4,キロ,280
20090415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,30,42.3,キロ,30456
20090415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,13,30.4,キロ,38000
20090415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,35,33,キロ,16500
20090415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,1,1.2,キロ,480
20090415,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,0,65,キロ,2600
20090415,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,0,2,キロ,20
20090415,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,,2,5.6,キロ,5880
20090415,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,,1,1.9,キロ,1140
20090415,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,5,中,0,2,キロ,800
20090415,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,0,1.5,キロ,75
20090415,54079,ツガイナカ中村漁場　１号,27,その他魚類,2730,はも,0,,0,0.2,キロ,80
20090415,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中,0,10,キロ,1700
20090415,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小,0,23,キロ,1150
20090415,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中,1,8,キロ,800
20090415,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,6,小,1,1.5,キロ,150
20090415,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,2,キロ,682
20090416,54079,ツガイナカ中村漁場　１号,11,かれい,1102,あさばがれい,0,,1,0.5,キロ,50
20090416,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,6,小,1,1.5,キロ,300
20090416,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,5,中,1,4,キロ,1400
20090416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,16,20.9,キロ,13794
20090416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,6,13.2,キロ,15180
20090416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,1,0.9,キロ,225
20090416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,8,3.7,キロ,925
20090416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,25,21.6,キロ,11232
20090416,54079,ツガイナカ中村漁場　１号,11,かれい,1109,すながれい,0,,0,0.2,キロ,20
20090416,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,0,4,キロ,40
20090416,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,0,,0,1,キロ,450
20090416,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,0,0.8,キロ,80
20090416,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小,8,96,キロ,5760
20090416,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中,2,25,キロ,4000
20090416,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,4,大,0,0.9,キロ,270
20090416,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,6,小,1,1.5,キロ,120
20090416,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中,1,2.8,キロ,336
20090416,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,3,1.3,キロ,650
20090416,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,3,キロ,948
20090417,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,6,小,3,7,キロ,1190
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,3,大大,1,3.1,キロ,4650
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,2,4.8,キロ,5760
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,7,9.4,キロ,6580
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,18,15.2,キロ,8360
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,3,1.5,キロ,375
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,1,0.4,キロ,100
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,2,4.6,キロ,5520
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,6,8.6,キロ,6020
20090417,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,6,4.8,キロ,2640
20090417,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,3,キロ,30
20090417,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,65,込,0,2,キロ,100
20090417,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,65,込,0,1,キロ,50
20090417,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,4,大,1,11,キロ,770
20090417,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,0.4,キロ,200
20090417,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,12,キロ,4740
20090419,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,5,中,1,6,キロ,2400
20090419,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,4,大,1,9,キロ,3150
20090419,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,6,小,2,5,キロ,850
20090419,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,7,２小,3,2.5,キロ,250
20090419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,7,10,キロ,7200
20090419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,1,2,キロ,2600
20090419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,7,6.4,キロ,3840
20090419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,2,0.9,キロ,225
20090419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,2,2,キロ,500
20090419,54079,ツガイナカ中村漁場　１号,11,かれい,1108,さめがれい,0,,0,0.3,キロ,30
20090419,54079,ツガイナカ中村漁場　１号,11,かれい,1109,すながれい,0,,0,0.3,キロ,30
20090419,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,0,0.4,キロ,40
20090419,54079,ツガイナカ中村漁場　１号,20,いか,2099,その他いか,0,,0,1,キロ,400
20090419,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,0.2,キロ,100
20090419,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,0,3,キロ,30
20090419,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小,0,0.9,キロ,90
20090419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,6,小,0,4.5,キロ,473
20090419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中,0,15,キロ,1875
20090419,54079,ツガイナカ中村漁場　１号,15,さめ,1502,もかざめ,0,,1,120,キロ,1200
20090420,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,4,大,1,6,キロ,2400
20090420,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,3,大大,1,13,キロ,3900
20090420,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,6,小,1,2,キロ,400
20090420,54079,ツガイナカ中村漁場　１号,11,かれい,1107,くろがしら,0,,1,0.4,キロ,120
20090420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,1,2,キロ,2600
20090420,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,0,2,キロ,60
20090420,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,0,3.5,キロ,350
20090420,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,1.5,キロ,150
20090420,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,4,キロ,40
20090420,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,0,2,キロ,20
20090420,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,0,,2,0.8,キロ,280
20090420,54079,ツガイナカ中村漁場　１号,11,かれい,1114,まがれい,0,,1,0.2,キロ,60
20090420,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1301,まぞい,8,３小,0,0.2,キロ,50
20090420,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中,1,4.5,キロ,563
20090420,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,2,0.9,キロ,450
20090420,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,2,キロ,790
20090422,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,6,小,1,3,キロ,930
20090422,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,5,中,1,8,キロ,3360
20090422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,2,1,キロ,250
20090422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,3,大大,2,6.8,キロ,11220
20090422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,6,13.3,キロ,15694
20090422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,27,40.5,キロ,32400
20090422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,12,10.3,キロ,6180
20090422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,3,2.8,キロ,840
