水揚日,荷主コード,荷主名,分類コード,分類名,魚種コード,魚種名,規格コード,規格名,仕切個数,仕切数量,仕切単価区分名,仕切税抜金額
20110418,54079,ツガイナカ中村漁場　１号,11,かれい,1108,さめがれい,0,,1,1.2,キロ,480
20110418,54079,ツガイナカ中村漁場　１号,11,かれい,1102,あさばがれい,0,,2,1.4,キロ,210
20110418,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小　　,1,4,キロ,120
20110418,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,3,41,キロ,4920
20110418,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,6,62,キロ,11160
20110418,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,1,2,キロ,20
20110418,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,4,大　　　,2,15,キロ,1500
20110418,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,3,キロ,210
20110418,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,1,0.5,キロ,50
20110418,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,1,キロ,1000
20110418,54079,ツガイナカ中村漁場　１号,20,いか,2022,あかいか,0,,1,4,キロ,20
20110418,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,1,キロ,10
20110418,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,2,4,キロ,4000
20110418,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,2,2,キロ,1200
20110418,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,2,1.2,キロ,480
20110418,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,1,0.5,キロ,75
20110418,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,2,1.6,キロ,320
20110418,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,135,中キズ,1,1.2,キロ,360
20110420,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,2,キロ,10
20110420,54079,ツガイナカ中村漁場　１号,20,いか,2022,あかいか,0,,3,32,キロ,96
20110420,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,0.4,キロ,120
20110420,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,1.4,キロ,140
20110420,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,65,込　　　,1,7,キロ,560
20110420,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,1,5,キロ,1000
20110420,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,4,大　　　,2,14,キロ,1400
20110420,54079,ツガイナカ中村漁場　１号,2,ます,202,あおます,6,小　　　,10,7,キロ,700
20110420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,137,２小キズ,4,1.5,キロ,105
20110420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,18,13,キロ,2340
20110420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,135,中キズ,1,1.2,キロ,300
20110420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,224,113,キロ,29606
20110420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,714,594,キロ,260172
20110420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,67,91,キロ,62608
20110420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,3,7.6,キロ,7980
20110421,54079,ツガイナカ中村漁場　１号,27,その他魚類,2735,にしん,0,,2,0.4,キロ,120
20110421,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,1,5,キロ,600
20110421,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,19,26.6,キロ,18221
20110421,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,140,116,キロ,56376
20110421,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,17,8.8,キロ,2130
20110421,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,135,中キズ,1,1.2,キロ,180
20110421,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,8,5.7,キロ,684
20110421,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,0,,7,4,キロ,480
20110421,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,1,5,キロ,1000
20110421,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,4,9.8,キロ,10584
20110421,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,8,キロ,560
20110421,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,1,0.4,キロ,40
20110421,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,4,キロ,20
20110421,54079,ツガイナカ中村漁場　１号,20,いか,2022,あかいか,0,,5,58,キロ,174
20110421,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,1,キロ,200
20110421,54079,ツガイナカ中村漁場　１号,11,かれい,1114,まがれい,0,,1,0.2,キロ,40
20110422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,24,11.6,キロ,2900
20110422,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,5,キロ,350
20110422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,6,4.5,キロ,675
20110422,54079,ツガイナカ中村漁場　１号,2,ます,202,あおます,6,小　　　,0,1.6,キロ,160
20110422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,21,30,キロ,20550
20110422,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,1,キロ,10
20110422,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,95,79.5,キロ,38558
20110422,54079,ツガイナカ中村漁場　１号,20,いか,2022,あかいか,0,,1,8,キロ,24
20110422,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,2,キロ,834
20110422,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,65,込　　　,1,6,キロ,600
20110422,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,0.4,キロ,140
20110424,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,2,1,キロ,220
20110424,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,134,大キズ,1,2.5,キロ,2000
20110424,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,4,キロ,1336
20110424,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,6,5,キロ,2400
20110424,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,7,10.2,キロ,7140
20110424,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,2,4.8,キロ,5280
20110424,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,5,キロ,50
20110424,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,0,1,キロ,10
20110424,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,7,キロ,490
20110424,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,0,0.2,キロ,10
20110425,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,3,2.4,キロ,600
20110425,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,0,,3,1.6,キロ,1120
20110425,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,135,中キズ,3,4,キロ,1600
20110425,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,134,大キズ,1,2.2,キロ,1540
20110425,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,1.4,キロ,140
20110425,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,2,キロ,20
20110425,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,32,26.8,キロ,12596
20110425,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,4,5.4,キロ,3618
20110425,54079,ツガイナカ中村漁場　１号,20,いか,2022,あかいか,0,,0,1,キロ,5
20110425,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,5,2.5,キロ,500
20110426,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,2,キロ,200
20110426,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,3,0.4,キロ,20
20110426,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,5,キロ,2085
20110426,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,7,キロ,70
20110426,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,0,,1,4,キロ,1000
20110426,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,2,3.2,キロ,2144
20110426,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,8,6,キロ,2820
20110426,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,1,0.6,キロ,150
20110427,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,2,3,キロ,1950
20110427,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,2,1.6,キロ,720
20110427,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,0,1,キロ,150
20110427,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,0.4,キロ,160
20110427,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,135,中キズ,1,1.2,キロ,360
20110427,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,2,1.8,キロ,360
20110427,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,7,キロ,840
20110427,54079,ツガイナカ中村漁場　１号,2,ます,202,あおます,6,小　　　,1,0.4,キロ,28
20110427,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,6,小　　　,2,0.6,キロ,180
20110427,54079,ツガイナカ中村漁場　１号,11,かれい,1111,なめたがれい,0,,1,0.4,キロ,20
20110427,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,0,,1,3,キロ,450
20110427,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,2,14,キロ,350
20110427,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,6,キロ,2502
20110429,54079,ツガイナカ中村漁場　１号,11,かれい,1108,さめがれい,0,,1,1,キロ,350
20110429,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,1,2,キロ,300
20110429,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1301,まぞい,8,３小　　,2,0.4,キロ,80
20110429,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,0.4,キロ,120
20110429,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,7,２小　　,2,0.8,キロ,240
20110429,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,6,キロ,60
20110429,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,4,5.8,キロ,3770
20110429,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,2,1.6,キロ,720
20110429,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中　　　,1,2,キロ,240
20110429,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,8,３小　　,1,1,キロ,40
20110429,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,5,キロ,500
20110429,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,27,350,キロ,8750
20110429,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,6,キロ,2004
20110501,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,0,,1,3,キロ,450
20110501,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,3,40,キロ,1000
20110501,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,1,9,キロ,1620
20110501,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,1,12,キロ,960
20110501,54079,ツガイナカ中村漁場　１号,11,かれい,1108,さめがれい,0,,2,1.6,キロ,480
20110501,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,4,キロ,400
20110501,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中　　　,5,16,キロ,1920
20110501,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,2,1.2,キロ,240
20110501,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,134,大キズ,1,2,キロ,1600
20110501,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,4,2.2,キロ,440
20110501,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,9,8.4,キロ,4620
20110501,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,4,5.2,キロ,3640
20110501,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,9,23.6,キロ,25960
20110501,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,7,２小　　,3,0.6,キロ,120
20110501,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,2,キロ,600
20110501,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,4,大　　　,2,16,キロ,1600
20110501,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,12,キロ,120
20110502,54079,ツガイナカ中村漁場　１号,27,その他魚類,2735,にしん,0,,1,0.2,キロ,60
20110502,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,2,2,キロ,1000
20110502,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,1,2,キロ,800
20110502,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中　　　,1,3,キロ,300
20110502,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,6,小　　　,2,3,キロ,180
20110502,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,1,3,キロ,210
20110502,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,4,キロ,240
20110502,54079,ツガイナカ中村漁場　１号,16,かすぺ,1601,まかすぺ,0,,1,10,キロ,1200
20110502,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,4,キロ,40
20110508,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,0,,1,1.2,キロ,360
20110508,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,3,26,キロ,130
20110508,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,,1,3.2,キロ,6400
20110508,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,,1,2.6,キロ,4160
20110508,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,4,40,キロ,2800
20110508,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,4,大　　　,1,7,キロ,700
20110508,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,15,35.4,キロ,32214
20110508,54079,ツガイナカ中村漁場　１号,11,かれい,1108,さめがれい,0,,1,0.4,キロ,60
20110508,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,28,43.8,キロ,28470
20110508,54079,ツガイナカ中村漁場　１号,11,かれい,1107,くろがしら,0,,1,0.4,キロ,80
20110508,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,1,1,キロ,70
20110508,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,1,5,キロ,1000
20110508,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,136,小キズ,3,2.4,キロ,600
20110508,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,11,11.8,キロ,5664
20110508,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,7,２小　　,1,0.4,キロ,60
20110508,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,134,大キズ,1,2.4,キロ,1800
20110508,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,,1,4,キロ,10400
20110508,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,2,12,キロ,6000
20110508,54079,ツガイナカ中村漁場　１号,27,その他魚類,2712,とらふぐ,0,,1,2,キロ,3000
20110508,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,2,1,キロ,200
20110508,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,1,1,キロ,300
20110509,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,135,中キズ,2,3,キロ,900
20110509,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,4,3,キロ,1350
20110509,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,2,2.4,キロ,1512
20110509,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,5,11.6,キロ,10440
20110509,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,5,キロ,50
20110509,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,1,0.5,キロ,250
20110509,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,7,２小　　,2,0.2,キロ,40
20110509,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,2,24,キロ,1680
20110509,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,65,込　　　,2,1310,キロ,195190
20110509,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,65,込　　　,1,480,キロ,72960
20110509,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,33,430,キロ,77400
20110509,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,4,大　　　,1,16,キロ,4800
20110509,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,4,大　　　,2,8,キロ,800
20110509,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,3,大大　　,1,11,キロ,770
20110509,54079,ツガイナカ中村漁場　１号,21,たこ,2101,活だこ,4,大　　　,1,16,キロ,9760
20110510,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,7,18.2,キロ,16380
20110510,54079,ツガイナカ中村漁場　１号,27,その他魚類,2735,にしん,0,,2,0.4,キロ,80
20110510,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,4,6.2,キロ,3410
20110510,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,4,4.2,キロ,1680
20110510,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,29,350,キロ,66500
20110510,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,100,1570,キロ,204100
20110510,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小　　,15,220,キロ,22000
20110510,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,4,35,キロ,2450
20110510,54079,ツガイナカ中村漁場　１号,21,たこ,2104,柳だこ,0,,0,2,キロ,692
20110510,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,5,キロ,50
20110510,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,0,,1,5,キロ,1500
20110511,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,1,2.5,キロ,2250
20110511,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,2,20,キロ,1600
20110511,54079,ツガイナカ中村漁場　１号,20,いか,2099,その他いか,0,,1,2,キロ,800
20110511,54079,ツガイナカ中村漁場　１号,27,その他魚類,2735,にしん,0,,1,1.4,キロ,490
20110511,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,17,210,キロ,42000
20110511,54079,ツガイナカ中村漁場　１号,27,その他魚類,2730,はも,0,,1,0.2,キロ,80
20110511,54079,ツガイナカ中村漁場　１号,27,その他魚類,2703,とうべつかじか,0,,1,4,キロ,40
20110511,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小　　,5,70,キロ,6300
20110511,54079,ツガイナカ中村漁場　１号,27,その他魚類,2712,とらふぐ,0,,1,3.2,キロ,5760
20110511,54079,ツガイナカ中村漁場　１号,27,その他魚類,2712,とらふぐ,0,,1,1,キロ,1500
20110511,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,25,370,キロ,51800
20110512,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,14,キロ,1120
20110512,54079,ツガイナカ中村漁場　１号,27,その他魚類,2730,はも,0,,1,0.4,キロ,160
20110512,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小　　,1,7,キロ,350
20110512,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小　　　,2,19,キロ,1330
20110512,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,7,２小　　,1,0.2,キロ,40
20110512,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,,2,6,キロ,9000
20110512,54079,ツガイナカ中村漁場　１号,27,その他魚類,2712,とらふぐ,0,,1,2,キロ,3600
20110512,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大　　　,7,17,キロ,15300
20110512,54079,ツガイナカ中村漁場　１号,11,かれい,1116,まつかわがれい,0,,3,0.8,キロ,160
