水揚日,漁業名,荷主コード,荷主名,組合員区分,分類コード,分類名,魚種コード,魚種名,規格コード,規格名,仕切個数,仕切数量,仕切単価,仕切税抜金額
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,6,小　　　,0,0.9,220,198
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,5,中　　　,0,1,450,450
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,4,大　　　,0,4.4,700,3080
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,8,３小　　,1,5.5,30,165
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,7,２小　　,1,12.5,40,500
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,6,80,90,7200
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,3,38,120,4560
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,4,大　　　,1,9,100,900
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2022,あかいか,0,,4,45,50,2250
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,65,込　　　,27,300,131,39300
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,137,２小キズ,3,1.2,130,156
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,136,小キズ,13,10.5,230,2415
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,135,中キズ,10,13.3,300,3990
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,7,２小　　,58,29,282,8178
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,6,小　　　,473,423.5,473,200316
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,5,中　　　,213,293.5,595,174633
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,4,大　　　,14,33,919,30327
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,1,さけ,103,ときしらず,31,１Ｋ台　,2,3.5,960,3360
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,1,さけ,103,ときしらず,32,２Ｋ台　,1,1.9,1321,2510
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,1,さけ,103,ときしらず,32,２Ｋ台　,1,2,1421,2842
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,1,さけ,103,ときしらず,32,２Ｋ台　,1,2.2,1521,3346
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,1,さけ,103,ときしらず,32,２Ｋ台　,1,2.6,1921,4995
20180419,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,2.2,300,660
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,21,たこ,2104,柳だこ,0,,0,2,736,1472
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,1,さけ,103,ときしらず,32,２Ｋ台　,1,2.4,1834,4402
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1113,ばばがれい,8,３小　　,1,0.2,100,20
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1111,なめたがれい,0,,1,0.7,200,140
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,0.7,250,175
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,9,すけそう,901,すけそう,0,,0,0.6,10,6
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,34,４ｋ台　,1,4,100,400
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2010,みずいか,0,,0,1,500,500
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,1.8,100,180
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,6,小　　　,0,10,210,2100
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,5,中　　　,0,10.4,450,4680
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,4,大　　　,0,12.3,900,11070
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,8,３小　　,0,1,30,30
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,7,２小　　,0,2.5,40,100
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,3,35,80,2800
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,1,10,120,1200
20180420,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,4,大　　　,1,8,90,720
