水揚日,漁業名,荷主コード,荷主名,組合員区分,分類コード,分類名,魚種コード,魚種名,規格コード,規格名,仕切個数,仕切数量,仕切単価,仕切税抜金額
20180601,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,5,中　　　,0,0.9,200,180
20180601,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,0,4,96,384
20180601,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,5,112,560
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,2,ます,201,さくらます,5,中　　　,2,2.9,400,1160
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,11,かれい,1110,そうはち,65,込　　　,0,1,60,60
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,1.7,100,170
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,1.5,150,225
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,4,1950,53,103350
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,18,あんこう,2708,あんこう,36,６ｋ台　,1,6,40,240
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,2,ます,204,ますのすけ,40,１０ｋ台,1,9.5,7300,69350
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,20,65,1300
20180601,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,13,そい・めぬき,1307,ながら,7,２小　　,0,0.4,100,40
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,12,6090,58,353220
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,7,２小　　,0,2,250,500
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,32,２Ｋ台のじ　,1,2,3,6
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2735,にしん,0,,0,14,130,1820
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,65,込　　　,0,6,60,360
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,5,中　　　,1,4.2,100,420
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,1.9,130,247
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,4,大　　　,0,5,100,500
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,6.5,100,650
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,0,3,80,240
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,7,２小　　,0,0.7,50,35
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1310,がや,0,,0,0.5,100,50
20180603,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1004,しまほっけ,0,,0,0.5,50,25
20180603,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,1,550,58,31900
20180603,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,100,70,7000
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,2,1070,60,64200
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,7,２小　　,0,7,250,1750
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,12,ひらめ,1202,活ひらめ,5,中　　　,1,1.5,1000,1500
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,16,かすぺ,1601,まかすぺ,6,小　　　,1,2,10,20
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2010,みずいか,0,,0,2.5,250,625
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,4,大　　　,3,7,550,3850
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,5,中　　　,5,7.5,400,3000
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,202,あおます,5,中　　　,1,1.3,150,195
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2735,にしん,0,,0,3,150,450
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,5,いわし,501,いわし,0,,0,1.5,20,30
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,65,込　　　,0,5,50,250
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,4,大　　　,0,10,100,1000
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,12,100,1200
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,0,2.5,80,200
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,1.2,120,144
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,7,２小　　,0,0.4,70,28
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1310,がや,0,,0,0.4,50,20
20180604,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,33,３Ｋ台　,1,3.5,10,35
20180604,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,10,70,700
20180604,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,1,350,60,21000
20180604,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,27,その他魚類,2737,大女子,0,,6,70,40,2800
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,8,4185,80,334800
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,4,大3ｋ　　　,2,6.7,800,5360
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,4,大　　　,2,5,550,2750
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,5,中　　　,7,11.5,400,4600
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,134,大キズ,1,2.2,300,660
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,135,中キズ,1,1.4,200,280
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,5,112,560
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2735,にしん,0,,0,2,100,200
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,4,100,400
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,1.5,120,180
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,4,大　　　,0,1.4,400,560
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1310,がや,0,,0,1,100,100
20180605,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,65,込　　　,0,5,50,250
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,21,たこ,2104,柳だこ,0,,0,2,705,1410
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,3,112,336
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2712,とらふぐ,0,,1,1,1000,1000
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,35,５ｋ台　,1,5,40,200
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,8,4330,102,441660
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,7,２小　　,1,16,130,2080
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2010,みずいか,0,,0,1.5,200,300
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,5,中　　　,2,3.3,400,1320
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,202,あおます,6,小　　　,1,0.7,100,70
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,2,100,200
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,0.7,120,84
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,7,２小　　,0,2,60,120
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,65,込　　　,0,1.5,30,45
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2735,にしん,0,,0,1,30,30
20180606,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,40,１０ｋ台,1,10,50,500
20180606,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,1,340,102,34680
20180606,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,4,大　　　,0,3.9,400,1560
20180606,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,5,中　　　,0,1.3,300,390
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,6,2860,60,171600
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,7,２小　　,0,2,72,144
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,5,中　　　,0,3.5,250,875
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,7,２小　　,0,16,150,2400
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2010,みずいか,0,,0,1.8,200,360
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,41,１１ｋ台,1,11,50,550
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,34,４ｋ台　,1,4,30,120
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,12,ひらめ,1202,活ひらめ,6,小　　　,1,1,600,600
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,12,ひらめ,1202,活ひらめ,7,２小　　,1,0.6,400,240
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,4,大　　　,0,1.3,400,520
20180607,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,0,2,96,192
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,7.8,120,936
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,1.2,100,120
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,13,そい・めぬき,1307,ながら,7,２小　　,0,0.9,60,54
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,13,そい・めぬき,1307,ながら,8,３小　　,0,0.8,30,24
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,8,たら,801,まだら,4,大　　　,0,8,100,800
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,11,かれい,1110,そうはち,65,込　　　,0,7,30,210
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,27,その他魚類,2735,にしん,0,,0,0.6,100,60
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,27,その他魚類,2726,かわはぎ,0,,0,1.2,60,72
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,8,たら,801,まだら,5,中　　　,0,8,100,800
20180607,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,2,ます,202,あおます,6,小　　　,1,1,100,100
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,14,7040,63,443520
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,8,３小　　,0,0.6,36,22
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,27,13700,56,767200
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,3,75,225
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,5,中　　　,0,1,200,200
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2010,みずいか,0,,0,2.5,200,500
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,1.5,120,180
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,2,120,240
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,7,２小　　,0,0.4,50,20
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1310,がや,0,,0,1,50,50
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2735,にしん,0,,0,3.5,200,700
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,0,,0,3.5,50,175
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,0,22ｋ,1,21,30,630
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2712,とらふぐ,0,活,1,1.4,1000,1400
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,30,14725,60,883500
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,0,3,96,288
20180608,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,8,112,896
20180608,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,20,いか,2001,するめいか,7,２小　　,1,15,200,3000
20180608,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,20,いか,2001,するめいか,7,２小　　,4,35,150,5250
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,13,6750,72,486000
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,0,,9,85,150,12750
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2712,とらふぐ,0,活キズ,1,2,800,1600
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2712,とらふぐ,0,活,1,0.6,500,300
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,35,５ｋ台　,3,15,40,600
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,36,６ｋ台　,2,12,50,600
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,37,７ｋ台　,1,7,50,350
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,38,８ｋ台　,1,8,50,400
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,45,１５ｋ台,1,15,40,600
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,65,込　　　,0,7,30,210
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2010,みずいか,0,,0,0.7,200,140
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,7,２小　　,0,1,60,60
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,6,120,720
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,3.5,60,210
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,0,1.5,80,120
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,0,,0,14,200,2800
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,4,大　　　,0,4,100,400
20180610,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,11,100,1100
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,16,かすぺ,1601,まかすぺ,6,小　　　,2,4,20,80
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,16,かすぺ,1601,まかすぺ,3,大大　　,1,10,80,800
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,27,その他魚類,2721,ほうぼう,0,,0,0.3,300,90
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,27,その他魚類,2735,にしん,0,,0,1.5,150,225
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,13,そい・めぬき,1310,がや,0,,0,0.9,100,90
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,3,さば,301,さば,6,小　　　,0,15,40,600
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,18,あんこう,2708,あんこう,33,３Ｋ台のじ　,1,3,5,15
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,4,大　　　,0,1.4,500,700
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,18,85,1530
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,1,550,72,39600
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,18,あんこう,2708,あんこう,32,２Ｋ台　,1,2,5,10
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,18,あんこう,2708,あんこう,33,３Ｋ台　,3,9,10,90
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,18,あんこう,2708,あんこう,34,４ｋ台　,1,4,30,120
20180610,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,5,中　　　,0,1.5,300,450
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,5,2300,71,163300
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,15,85,1275
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,0,,4,25,150,3750
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,0,,0,14,200,2800
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,201,さくらます,5,中　　　,2,2.7,450,1215
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,6.3,100,630
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,33,３Ｋ台　,1,3,10,30
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,7,２小　　,0,2,60,120
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,8,３小　　,0,1,30,30
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2735,にしん,0,,0,4,150,600
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,65,込　　　,0,1.5,30,45
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,41,１１ｋ台,1,11,50,550
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,35,５ｋ台　,2,10,40,400
20180611,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,7.5,120,900
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,10,140,80,11200
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,34,４ｋ台キズ　,1,4,10,40
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,2,100,200
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,0,1.5,80,120
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,10.5,150,1575
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,9,180,1620
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,3,さば,301,さば,6,小　　　,0,15,30,450
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1310,がや,0,,0,3,30,90
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,16,かすぺ,1601,まかすぺ,3,大大　　,1,10,100,1000
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,202,あおます,5,中　　　,1,1.6,200,320
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,2,ます,202,あおます,6,小　　　,5,4.5,100,450
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,36,６ｋ台　,1,6,40,240
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,34,４ｋ台　,1,4,20,80
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,33,３Ｋ台　,1,3,10,30
20180615,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,137,90,12330
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,21,たこ,2101,活だこ,4,大　　　,1,17.8,785,13973
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,20,いか,2001,するめいか,0,,5,50,300,15000
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,5,65,70,4550
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,5,いわし,501,いわし,0,,7,65,30,1950
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,3,さば,301,さば,6,小　　　,1,15,30,450
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1310,がや,0,,0,9,5,45
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,5,中　　　,0,14,150,2100
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,6,小　　　,0,1,300,300
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,13,そい・めぬき,1307,ながら,7,２小　　,0,0.4,150,60
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,5,中　　　,0,2.5,100,250
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,6,小　　　,0,1.5,80,120
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,8,たら,801,まだら,7,２小　　,0,0.8,50,40
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2726,かわはぎ,0,,0,0.3,100,30
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1110,そうはち,0,,0,0.3,50,15
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1111,なめたがれい,0,,0,0.3,100,30
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,16,かすぺ,1601,まかすぺ,4,大　　　,1,6,120,720
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,0,7～12ｋ,2,18.5,50,925
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,52,３～４Ｋ,5,18,20,360
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,32,２Ｋ台　,4,9,10,90
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,0,のじ,4,33,5,165
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,27,その他魚類,2712,とらふぐ,0,活,1,1.6,1200,1920
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,12,ひらめ,1202,活ひらめ,3,大大　　,1,5,300,1500
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,12,ひらめ,1202,活ひらめ,6,小　　　,1,1,300,300
20180617,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,11,かれい,1116,まつかわがれい,0,活,1,0.2,200,40
20180617,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,20,いか,2001,するめいか,0,,0,25,350,8750
20180617,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,10,ほっけ,1001,ほっけ,7,２小　　,0,8,85,680
20180617,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,18,あんこう,2708,あんこう,0,のじ,4,36,5,180
20180617,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,18,あんこう,2708,あんこう,35,５ｋ台　,2,10,40,400
20180617,その他定置網漁業,54161,ツガイナカ中村漁場　２号,0,18,あんこう,2708,あんこう,0,7～12ｋ,1,9,50,450
20180618,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,10,ほっけ,1001,ほっけ,7,２小　　,2,20,70,1400
20180618,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,3,さば,301,さば,0,,1,10,20,200
20180618,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,34,４ｋ台　,1,4,30,120
20180618,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,18,あんこう,2708,あんこう,35,５ｋ台　,1,5,40,200
20180618,その他定置網漁業,54079,ツガイナカ中村漁場　１号,0,16,かすぺ,1601,まかすぺ,6,小　　　,1,2,20,40
