水揚日,漁業名,荷主コード,荷主名,分類コード,分類名,魚種コード,魚種名,規格コード,規格名,仕切個数,仕切数量,仕切単価,仕切税抜金額
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,16,かすぺ,1601,まかすぺ,4,大　　　,1,11,120,1320
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,0,75,117,8775
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋスレ,1,7,120,840
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋスレ,2,11,70,770
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋキズ,1,3,40,120
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,704,ふくらぎ,6,小　　　,2,755,68,51340
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,1,さけ,101,さけオス,33,３Ｋ台　,1,2.9,700,2030
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,3,大大　　,0,1.2,300,360
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2710,ふぐ,0,,25,375,10,3750
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,2,100,200
20190829,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,8,３小　　,0,0.2,100,20
20190829,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,5,60,600,36000
20190829,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,0,9,673,6057
20190829,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1310,がや,0,,0,4,100,400
20190829,その他定置網漁業,54161,ツガイナカ中村漁場　２号,16,かすぺ,1601,まかすぺ,6,小　　　,1,3,50,150
20190830,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1301,まぞい,8,３小　　,0,0.2,100,20
20190830,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,18,100,1800
20190830,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,0,3,110,330
20190830,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1310,がや,0,,0,0.6,100,60
20190830,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,0,5,673,3365
20190831,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋ,1,6,170,1020
20190831,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,11,40,150,6000
20190831,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,0,16,110,1760
20190831,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,3,100,300
20190831,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,5,中　　　,1,1.6,1000,1600
20190831,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2715,まだい,0,活,1,1.4,1000,1400
20190831,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,0,8,673,5384
20190831,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,1,200,79,15800
20190831,その他定置網漁業,54161,ツガイナカ中村漁場　２号,3,さば,301,さば,6,小　　　,0,5,20,100
20190831,その他定置網漁業,54161,ツガイナカ中村漁場　２号,11,かれい,1113,ばばがれい,6,小　　　,1,0.4,300,120
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,4,44,673,29612
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,52,３～４Ｋ,1,3,150,450
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,1,315,78,24570
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,10,ほっけ,1001,ほっけ,5,中　　　,0,0.4,200,80
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,32,２Ｋ台　,3,6.5,700,4550
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1310,がや,0,,0,6,120,720
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,3,さば,301,さば,6,小　　　,0,5,20,100
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1307,ながら,6,小　　　,0,0.6,300,180
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1307,ながら,7,２小　　,0,0.4,200,80
20190901,その他定置網漁業,54161,ツガイナカ中村漁場　２号,10,ほっけ,1001,ほっけ,6,小　　　,0,0.3,100,30
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,40,１０ｋ台,3,30,1150,34500
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,40,１０ｋ台,1,9.5,850,8075
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2710,ふぐ,0,,34,500,10,5000
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,39,９ｋ台　,2,17.5,680,11900
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋ,7,48,510,24480
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋ,1,6.7,450,3015
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋ,1,325,440,143000
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋ,4,20,350,7000
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,5,2865,405,1160325
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,14,7255,400,2902000
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,17,9500,190,1805000
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,40,１０ｋ台スレ,3,29,470,13630
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,39,９ｋ台スレ　,2,17.5,400,7000
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋスレ,2,14.5,200,2900
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋスレ,1,7,100,700
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋスレ,7,29,158,4582
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋスレ,1,265,96,25440
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,63,スレ　　,1,2,36,72
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,704,ふくらぎ,65,込　　　,1,305,75,22875
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,705,ひらまさ,0,,1,2,600,1200
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,7,２小　　,1,2,200,400
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2719,めだい,0,,0,0.4,100,40
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,3,120,360
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,8,３小　　,1,0.6,400,240
20190902,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2715,まだい,0,活,2,2.8,1000,2800
20190902,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,52,３～４Ｋ,3,1610,405,652050
20190902,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,702,いなだ,0,,2,1160,195,226200
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,0,90,250,22500
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,1,215,130,27950
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,1.5,100,150
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2736,さわら,33,３Ｋ台　,2,6,1000,6000
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2736,さわら,32,２Ｋ台　,10,23,700,16100
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2736,さわら,31,１Ｋ台　,7,12,500,6000
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,5,中　　　,1,1.8,1000,1800
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,4,大　　　,1,2.4,1000,2400
20190903,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2736,さわら,31,１Ｋ台キズ　,1,1.7,300,510
20190903,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,0,24,673,16152
20190903,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,2,25,600,15000
20190903,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,18,235,75,17625
20190904,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,0,12,673,8076
20190904,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1310,がや,0,,0,1.5,150,225
20190904,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,0,6,70,420
20190904,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,702,いなだ,0,,1,155,130,20150
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,44,１４ｋ台,1,13.5,1240,16740
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,40,１０ｋ台,1,10,878,8780
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,35,５ｋ台　,1,5,100,500
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,太刀魚,1,0.5,100,50
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,8,３小　　,0,0.6,150,90
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,39,９ｋ台　,2,17,703,11951
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋ,3,21,541,11361
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋ,14,74,398,29452
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,9,4931,290,1429990
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,15,8600,132,1135200
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,39,９ｋ台スレ　,1,8.8,490,4312
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋスレ,6,30,80,2400
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋスレ,2,635,70,44450
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,63,スレ　　,0,60,50,3000
20190905,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,704,ふくらぎ,65,込　　　,0,80,72,5760
20190905,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,52,３～４Ｋ,2,1070,290,310300
20190905,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,40,１０ｋ台,2,19.5,878,17121
20190905,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,702,いなだ,0,,3,1615,132,213180
20190905,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1310,がや,0,,0,0.3,100,30
20190906,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,クロカワカジキ,1,40,250,10000
20190906,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,1,8,600,4800
20190906,その他定置網漁業,54161,ツガイナカ中村漁場　２号,18,あんこう,2708,あんこう,35,５ｋ台　,1,5,100,500
20190906,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,52,３～４Ｋ,1,3.5,200,700
20190906,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1310,がや,0,,0,1,100,100
20190906,その他定置網漁業,54161,ツガイナカ中村漁場　２号,10,ほっけ,1001,ほっけ,5,中　　　,0,0.4,200,80
20190906,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,1,10,673,6730
20190906,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,53,５～６Ｋ,1,5.5,300,1650
20190907,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,0,4,673,2692
20190907,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,9,115,600,69000
20190907,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,5.5,100,550
20190907,その他定置網漁業,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,33,３Ｋ台　,0,3.5,50,175
20190907,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1301,まぞい,8,３小　　,0,0.6,150,90
20190907,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,0,5,673,3365
20190907,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,5,60,650,39000
20190907,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1310,がや,0,,0,1,100,100
20190907,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,0,,0,2,70,140
20190907,その他定置網漁業,54161,ツガイナカ中村漁場　２号,11,かれい,1116,まつかわがれい,0,活,1,5.8,1300,7540
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,0,4,673,2692
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋ,14,101,511,51611
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,11,かれい,1117,みずくさがれい,0,,0,0.2,50,10
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,3,大大　　,0,1.8,300,540
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,8,100,800
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,706,活〆ぶり,39,９ｋ台スレ　,1,9,500,4500
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋ,9,54,299,16146
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,1,295,260,76700
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,1,145,125,18125
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋスレ,1,7.5,150,1125
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,706,活〆ぶり,40,１０ｋ台,5,50,900,45000
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,706,活〆ぶり,39,９ｋ台　,3,26.5,736,19504
20190908,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,706,活〆ぶり,54,７～８Ｋ,5,39,636,24804
20190908,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,3,41,673,27593
20190908,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,32,２Ｋ台　,1,2,950,1900
20190908,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,0,3,70,210
20190908,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,1,5,600,3000
20190908,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,31,１Ｋ台　,4,7,650,4550
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,0,2,620,1240
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,54,７～８Ｋ,1,7,400,2800
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,8,３小　　,2,0.9,300,270
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,6,小　　　,1,0.9,700,630
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,2.5,80,200
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,8,３小　　,0,0.2,100,20
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,7,２小　　,0,0.4,150,60
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,704,ふくらぎ,6,小　　　,0,2,70,140
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋキズ,1,4,70,280
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,1,1.5,100,150
20190909,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,1,3.5,200,700
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2719,めだい,0,,0,0.8,100,80
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,3,さば,301,さば,5,中　　　,0,1,100,100
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,10,ほっけ,1001,ほっけ,5,中　　　,0,0.4,200,80
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1310,がや,0,,0,4,80,320
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2799,その他鮮魚,0,汐の子,0,0.2,50,10
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,0,1.8,70,126
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,52,３～４Ｋ,1,4,200,800
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,53,５～６Ｋ,4,22,250,5500
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,3,26,620,16120
20190909,その他定置網漁業,54161,ツガイナカ中村漁場　２号,13,そい・めぬき,1307,ながら,8,３小　　,0,0.1,100,10
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,57,760,707,537320
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,40,１０ｋ台,1,10,600,6000
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,6,小　　　,1,0.8,600,480
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,0,0.5,200,100
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,5,80,400
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,1,さけ,101,さけオス,65,込　　　,1,2,350,700
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,2,3,100,300
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,3,13,200,2600
20190910,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋ,2,11.5,250,2875
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,0,6,673,4038
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,32,２Ｋ台キズ　,0,33,210,6930
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,31,１Ｋ台　,2,600,291,174600
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,32,２Ｋ台　,1,420,509,213780
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,31,１Ｋ台キズ　,0,47,130,6110
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,34,４ｋ台　,1,3.8,920,3496
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,702,いなだ,0,,1,1.5,100,150
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,13,165,707,116655
20190910,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,33,３Ｋ台　,0,26,820,21320
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,0,7,757,5299
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,16,205,703,144115
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2736,さわら,32,２Ｋ台　,1,2,450,900
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2736,さわら,31,１Ｋ台　,1,1.8,350,630
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,0,1.2,200,240
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,0.5,50,25
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,4,大　　　,1,2.3,1000,2300
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,7,２小　　,0,0.4,200,80
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,11,かれい,1114,まがれい,0,,0,0.3,150,45
20190911,その他定置網漁業,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,34,４ｋ台　,1,4,100,400
20190911,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,30,380,703,267140
20190911,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,4,50,80,4000
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,1,さけ,102,さけメス,65,込　　　,1,2.5,400,1000
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,5,60,703,42180
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,20,いか,2001,するめいか,0,,0,27,757,20439
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,18,あんこう,2708,あんこう,37,７ｋ台　,1,7,200,1400
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,1,さけ,101,さけオス,0,,1,3.7,500,1850
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,5,中　　　,0,1.5,200,300
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,7,２小　　,0,0.6,200,120
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1310,がや,0,,0,2.5,100,250
20190912,その他定置網漁業,54079,ツガイナカ中村漁場　１号,27,その他魚類,2732,あなご,0,,1,0.8,400,320
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,31,１Ｋ台　,1,270,350,94500
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,33,３Ｋ台キズ　,1,3,250,750
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,32,２Ｋ台キズ　,0,14,250,3500
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,32,２Ｋ台　,1,105,540,56700
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,33,３Ｋ台　,1,3.5,780,2730
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,704,ふくらぎ,6,小　　　,11,140,80,11200
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,52,３～４Ｋスレ,1,4,80,320
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,702,いなだ,0,,0,25,130,3250
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,52,３～４Ｋ,5,20,200,4000
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,53,５～６Ｋ,2,9.5,230,2185
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,27,その他魚類,2736,さわら,31,１Ｋ台キズ　,0,23,160,3680
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,20,いか,2001,するめいか,0,,10,115,703,80845
20190912,その他定置網漁業,54161,ツガイナカ中村漁場　２号,7,ぶり,701,ぶり,54,７～８Ｋ,1,7.5,300,2250
20190913,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,53,５～６Ｋ,3,17,250,4250
20190913,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋ,2,7,200,1400
20190913,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,702,いなだ,0,,0,65,130,8450
20190913,その他定置網漁業,54079,ツガイナカ中村漁場　１号,7,ぶり,701,ぶり,52,３～４Ｋスレ,1,4,80,320
20190913,その他定置網漁業,54079,ツガイナカ中村漁場　１号,12,ひらめ,1202,活ひらめ,3,大大　　,1,5.5,500,2750
20190913,その他定置網漁業,54079,ツガイナカ中村漁場　１号,21,たこ,2101,活だこ,5,中　　　,1,4.1,470,1927
