水揚日,荷主コード,荷主名,分類コード,分類名,魚種コード,魚種名,規格コード,規格名,仕切個数,仕切数量,仕切単価区分名,仕切税抜金額
20080415,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,3,キロ,30
20080415,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,0,,1,5,キロ,550
20080415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,6,4.4,キロ,2860
20080415,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小,4,46,キロ,1150
20080415,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小,1,12,キロ,2400
20080415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中,9,13.3,キロ,11305
20080415,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,1,3.4,キロ,4760
20080415,54079,ツガイナカ中村漁場　１号,27,その他魚類,2705,なべかじか,0,,0,1,キロ,80
20080416,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,0,2,キロ,60
20080416,54079,ツガイナカ中村漁場　１号,1,さけ,103,ときしらず,0,,1,3.5,キロ,10150
20080416,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,6,小,0,1.5,キロ,300
20080416,54079,ツガイナカ中村漁場　１号,10,ほっけ,1001,ほっけ,7,２小,1,15,キロ,345
20080416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小,1,0.5,キロ,50
20080416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小,4,3,キロ,750
20080416,54079,ツガイナカ中村漁場　１号,27,その他魚類,2799,その他鮮魚,0,,0,0.9,キロ,450
20080416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,3,大大,2,6.4,キロ,8960
20080416,54079,ツガイナカ中村漁場　１号,27,その他魚類,2705,なべかじか,0,,0,0.8,キロ,40
20080416,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,4,大,5,10.2,キロ,12750
