水揚日,荷主コード,荷主名,分類コード,分類名,魚種コード,魚種名,規格コード,規格名,仕切個数,仕切数量,仕切単価区分名,仕切税抜金額
20150419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,1,10.2,キロ,15300
20150419,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,3,1750,キロ,87500
20150419,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,65,込　　　,5,48,キロ,4800
20150419,54079,ツガイナカ中村漁場　１号,13,そい・めぬき,1307,ながら,0,,2,2.5,キロ,1250
20150419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,6,小　　　,1,1,キロ,110
20150419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中　　　,2,21,キロ,2940
20150419,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,4,大　　　,2,9,キロ,1260
20150419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,135,中キズ,1,1.2,キロ,720
20150419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,7,２小　　,1,0.4,キロ,200
20150419,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,4,4,キロ,3600
20150420,54079,ツガイナカ中村漁場　１号,27,その他魚類,2735,にしん,0,,5,0.5,キロ,150
20150420,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,6,小　　　,1,3,キロ,300
20150420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,5,中　　　,6,9,キロ,12150
20150420,54079,ツガイナカ中村漁場　１号,11,かれい,1113,ばばがれい,6,小　　　,1,0.5,キロ,150
20150420,54079,ツガイナカ中村漁場　１号,2,ます,201,さくらます,6,小　　　,8,7.6,キロ,6840
20150420,54079,ツガイナカ中村漁場　１号,8,たら,801,まだら,5,中　　　,1,8,キロ,1120
20150420,54079,ツガイナカ中村漁場　１号,9,すけそう,901,すけそう,0,,7,100,キロ,4000
20150420,54079,ツガイナカ中村漁場　１号,11,かれい,1110,そうはち,65,込　　　,1,6,キロ,600
