市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
渡波,メバル,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/01/05,5,1500,1,300,300,300,,
渡波,調研フグ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2009/01/05,1,30,2,30,30,30,,
渡波,アイナメ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/01/05,8.6,3460,5,900,300,402.3,,
渡波,その他のさかな,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2009/01/05,0,1000,2,0,0,0,,
渡波,ミズダコ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/01/05,6.6,2640,2,400,400,400,,
渡波,ミズダコ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2009/01/05,184,54560,3,380,150,296.5,,
渡波,ガザミ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/01/05,0,1500,1,0,0,0,,
渡波,ワカメ,生鮮,その他漁業種,不明,0,2009/01/05,10.9,8170,2,800,700,749.5,,
渡波,シロサケ,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,25,6960,1,450,60,278.4,,
渡波,まだら,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,6748,4689040,2,890,300,694.8,,
渡波,ホシガレイ,活魚,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,0.6,900,1,1500,1500,1500,,
渡波,マコガレイ,活魚,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,17,9350,1,550,550,550,,
渡波,せいご,活魚,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,1,100,1,100,100,100,,
渡波,タケノコメバル,活魚,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,2.4,1920,1,800,800,800,,
渡波,アイナメ,活魚,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,11.4,7440,1,900,500,652.6,,
渡波,エゾイソアイナメ,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,600,332100,2,640,500,553.5,,
渡波,エゾイソアイナメ,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,3,60,1,20,20,20,,
渡波,その他のさかな,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/01/05,3,60,1,20,20,20,,
渡波,調研カレイ,生鮮,その他漁業種,動力船１トン以上３トン未満,0,2009/01/05,0,100,1,0,0,0,,
渡波,マコガレイ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2009/01/05,120.8,32650,3,500,50,270.2,,
渡波,調研カレイ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2009/01/05,3.6,660,2,200,100,183.3,,
渡波,マアナゴ(はも),活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/01/05,133.6,102600,5,1700,400,767.9,,
渡波,マサバ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/01/05,5,1000,1,200,200,200,,
渡波,アブラツノザメ(油ざめ),生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2009/01/05,25,3430,1,230,70,137.2,,
渡波,ヒラメ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/01/05,61.2,73100,6,4000,300,1194.4,,
渡波,ババガレイ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2009/01/05,23.6,26400,3,2300,200,1118.6,,
渡波,ホシガレイ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/01/05,7,12500,3,2500,1000,1785.7,,
渡波,調研サメ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/06/19,9,900,1,100,100,100,,
渡波,ヒラメ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2009/06/19,7.4,8976,1,1400,1008,1212.9,,
渡波,カタクチイワシ累計,生鮮,沿岸小漁,不明,0,2009/06/01,13,260,1,20,20,20,,
渡波,ヒラメ累計,活魚,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/06/01,9.8,9300,1,1300,600,949,,
渡波,マダイ,生鮮,その他漁業種,不明,0,2009/06/25,6.6,7680,4,1600,800,1163.6,,
渡波,キチジ累計,生鮮,沿岸小漁,動力船３トン以上５トン未満,0,2009/06/19,10,4800,1,480,480,480,,
渡波,トウジン,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2009/06/25,3,150,1,50,50,50,,
渡波,ヒラメ,活魚,沿岸小漁,不明,0,2009/06/25,4,2240,1,700,500,560,,
渡波,マコガレイ,活魚,沿岸小漁,不明,0,2009/06/25,1,1400,1,1400,1400,1400,,
