市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
閖上,アカシタビラメ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/26,17,5250,3,350,300,308.8,,
閖上,シャコ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/26,3.2,960,1,300,300,300,,
閖上,その他の巻き貝,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/26,71.8,14114,3,240,174,196.5,,
閖上,アカガイ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/26,78.5,118642,13,4800,700,1511.3,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,動力船３トン以上５トン未満,0,2005/01/26,385,46200,3,120,120,120,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/26,240,28800,2,120,120,120,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,不明,0,2005/01/26,62,7440,1,120,120,120,,
閖上,その他のさめ,生鮮,その他漁業種,不明,0,2005/01/17,15,4200,3,433,133,280,,
閖上,マアナゴ(はも),生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/17,2,800,1,400,400,400,,
閖上,マアナゴ(はも),生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2005/01/17,2,300,1,150,150,150,,
閖上,マアナゴ(はも),生鮮,その他漁業種,不明,0,2005/01/17,2,300,1,150,150,150,,
閖上,まだら,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/17,4,1100,1,300,250,275,,
閖上,まだら,生鮮,その他漁業種,不明,0,2005/01/17,39,8100,10,400,100,207.6,,
閖上,ひらめ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/31,34,7600,13,500,50,223.5,,
閖上,ひらめ,生鮮,その他漁業種,不明,0,2005/01/31,18,3500,5,250,100,194.4,,
閖上,マコガレイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/31,2,200,1,100,100,100,,
閖上,マガレイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/31,18,6000,7,700,50,333.3,,
閖上,マガレイ,生鮮,その他漁業種,不明,0,2005/01/31,26,11300,9,650,200,434.6,,
閖上,イシガレイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/31,4,1000,1,300,200,250,,
閖上,ヌマガレイ(カワガレイ),生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/31,2,600,1,300,300,300,,
閖上,メイタガレイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/31,3,600,1,250,100,200,,
閖上,メイタガレイ,生鮮,その他漁業種,不明,0,2005/01/31,26,5700,7,500,150,219.2,,
閖上,アカガレイ,生鮮,その他漁業種,不明,0,2005/01/31,18,3000,3,350,100,166.6,,
閖上,アカシタビラメ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/31,1,450,1,450,450,450,,
閖上,その他のさかな,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/31,6,700,2,250,50,116.6,,
閖上,その他のさかな,生鮮,その他漁業種,不明,0,2005/01/31,10,3000,4,400,100,300,,
閖上,サルエビ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/31,1,2000,1,2000,2000,2000,,
閖上,甘エビ,生鮮,その他漁業種,不明,0,2005/01/31,4,4500,2,1250,1000,1125,,
閖上,ズワイガニ,生鮮,その他漁業種,不明,0,2005/01/31,7,10000,1,1428,1428,1428.5,,
閖上,まだら,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/31,51,8250,9,300,66,161.7,,
閖上,アカガイ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/06,86,246174,11,3546,2456,2862.4,,
閖上,アカガイ,生鮮,小型底曳網・桁あみ,不明,0,2005/01/06,110.7,364096,26,4898,468,3289,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,動力船３トン以上５トン未満,0,2005/01/06,19,2470,1,130,130,130,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/06,61.5,7995,1,130,130,130,,
閖上,ババガレイ,生鮮,その他漁業種,不明,0,2005/02/04,4,3100,2,900,650,775,,
閖上,マガレイ,生鮮,その他漁業種,不明,0,2005/02/04,10,4800,4,650,400,480,,
閖上,ヌマガレイ(カワガレイ),生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/02/04,2,200,1,100,100,100,,
閖上,メイタガレイ,生鮮,その他漁業種,不明,0,2005/02/04,3,1700,3,700,400,566.6,,
閖上,アカガレイ,生鮮,その他漁業種,不明,0,2005/02/04,4,900,2,250,200,225,,
閖上,アカシタビラメ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/02/04,3,1700,3,700,400,566.6,,
閖上,ヤリイカ,生鮮,その他漁業種,不明,0,2005/02/04,16,4900,6,500,150,306.2,,
閖上,ミズダコ,生鮮,その他漁業種,不明,0,2005/02/04,5,3500,2,833,500,700,,
閖上,その他の巻き貝,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/02/04,23.6,5639,1,238,238,238.9,,
閖上,その他の巻き貝,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/02/04,81.8,19154,1,239,220,234.1,,
閖上,アカガイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/02/04,27.9,35677,7,4198,408,1278.7,,
閖上,アカガイ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/02/04,67.7,93758,5,4318,578,1384.9,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/02/04,104.5,10450,1,100,100,100,,
閖上,干のり,生鮮,のり養殖,不明,0,2005/02/04,7340,8596681,1,1171,1171,1171.2,,
閖上,アカガイ,生鮮,小型底曳網・桁あみ,動力船３トン以上５トン未満,0,2005/01/25,100.7,192894,7,3698,665,1915.5,,
閖上,アカガイ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/25,374.6,455202,8,4355,438,1215.1,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,動力船３トン以上５トン未満,0,2005/01/25,457.5,54900,1,120,120,120,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2005/01/25,405.5,44460,3,130,80,109.6,,
閖上,コタマガイ,生鮮,小型底曳網・桁あみ,不明,0,2005/01/25,197.5,15750,2,80,78,79.7,,
閖上,マアナゴ(はも),生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2005/01/25,4,2900,2,750,700,725,,
閖上,まだら,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/25,32,5000,4,350,100,156.2,,
閖上,まだら,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2005/01/25,8,2000,3,300,225,250,,
閖上,まだら,生鮮,その他漁業種,不明,0,2005/01/25,75,14400,18,500,100,192,,
閖上,すけとうだら,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/25,15,1400,4,166,33,93.3,,
閖上,すけとうだら,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2005/01/25,4,1500,2,400,350,375,,
閖上,せっぱ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2005/01/25,4,400,1,150,50,100,,
