市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
気仙沼,めばち,生鮮,輸入魚,不明,0,2012/04/04,600,1139186,3,4300,1200,1898.6,,
気仙沼,だるま,生鮮,輸入魚,不明,0,2012/04/04,150.8,214750,1,1510,1190,1424.1,,
気仙沼,メカジキ,生鮮,輸入魚,不明,0,2012/04/04,364.6,434460,2,1240,1130,1191.6,,
気仙沼,ビンナガ,生鮮,その他漁業種,不明,0,2012/04/04,25,34500,1,1380,1380,1380,,
気仙沼,ヨシキリザメ,生鮮,大目流し網,動力船１０トン以上２０トン未満,0,2012/04/04,0,0,2,146,105,0,,
気仙沼,ネズミザメ(もうかざめ),生鮮,大目流し網,動力船１０トン以上２０トン未満,0,2012/04/04,0,0,2,184,21,0,,
気仙沼,全魚種,生鮮,大目流し網,動力船１０トン以上２０トン未満,0,2012/04/04,0,0,2,2030,2000,0,,
気仙沼,全魚種,生鮮,その他漁業種,不明,0,2012/04/04,0,2970,1,99999,99999,0,,
気仙沼,ベニザケ,生鮮,その他漁業種,不明,0,2012/04/04,0,3600,1,99999,99999,0,,
気仙沼,その他のさけ・ます類,生鮮,その他漁業種,不明,0,2012/04/04,1,691,1,691,691,691,,
気仙沼,その他のさけ・ます類,生鮮,その他漁業種・全漁法,動力船３トン以上５トン未満,0,2012/04/04,1.2,1032,1,860,860,860,,
気仙沼,ヒラメ,生鮮,その他漁業種,不明,0,2012/04/04,10.2,13799,1,2060,811,1352.8,,
気仙沼,マコガレイ,生鮮,その他漁業種,不明,0,2012/04/04,22.5,8104,1,639,206,360.2,,
気仙沼,マコガレイ,生鮮,その他漁業種・全漁法,動力船３トン以上５トン未満,0,2012/04/04,28.1,15071,2,659,230,536.3,,
気仙沼,ムシガレイ,生鮮,その他漁業種,不明,0,2012/04/04,2.2,3058,1,1390,1390,1390,,
気仙沼,ババガレイ,生鮮,その他漁業種,不明,0,2012/04/04,5.5,5277,1,1100,505,959.5,,
気仙沼,サメガレイ,生鮮,その他漁業種,不明,0,2012/04/04,3.1,3069,1,777,777,990,,
気仙沼,イシガレイ,生鮮,その他漁業種,不明,0,2012/04/04,0,50,1,99999,99999,0,,
気仙沼,ホッケ,生鮮,その他漁業種,不明,0,2012/04/04,0,11250,1,99999,99999,0,,
気仙沼,全魚種,生鮮,その他漁業種,不明,0,2012/04/04,0,750,1,99999,99999,0,,
気仙沼,その他のそい類,生鮮,その他漁業種・全漁法,動力船３トン以上５トン未満,0,2012/04/04,0,471,1,99999,99999,0,,
気仙沼,ニシン,生鮮,その他漁業種,不明,0,2012/04/04,0,1930,1,99999,99999,0,,
気仙沼,全魚種,生鮮,その他漁業種,不明,0,2012/04/04,29,60900,2,2200,2000,2100,,
気仙沼,あんこう類,生鮮,その他漁業種,不明,0,2012/04/04,3.5,3255,1,930,930,930,,
気仙沼,かます類,生鮮,その他漁業種,不明,0,2012/04/04,0,500,1,99999,99999,0,,
気仙沼,ウマヅラハギ,生鮮,その他漁業種,不明,0,2012/04/04,0,720,1,99999,99999,0,,
気仙沼,その他のいか,生鮮,その他漁業種,不明,0,2012/04/04,0,2840,1,99999,99999,0,,
気仙沼,ミズダコ,生鮮,その他漁業種・全漁法,動力船１０００トン以上,0,2012/04/04,43,29455,1,685,685,685,,
気仙沼,全魚種,生鮮,その他漁業種,不明,0,2012/04/04,38.2,45734,2,1380,400,1197.2,,
気仙沼,全魚種,生鮮,その他漁業種,不明,0,2012/04/04,22.9,7868,2,450,255,343.6,,
気仙沼,ワカメ,生鮮,その他漁業種・全漁法,動力船１トン以上３トン未満,0,2012/04/04,90.5,14257,1,162,156,157.5,,
気仙沼,ワカメ,生鮮,その他漁業種・全漁法,動力船１トン未満,0,2012/04/04,138,21899,3,160,158,158.7,,
気仙沼,ワカメ,生鮮,その他漁業種,不明,0,2012/04/04,268,96103,4,701,300,358.6,,
