市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
牡鹿,まだら,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2005/01/25,1.4,784,1,560,560,560,,
牡鹿,まだら,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2005/01/25,4.2,1092,1,260,260,260,,
牡鹿,その他のそい類,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2005/01/25,0.7,882,1,1260,1260,1259.9,,
牡鹿,アイナメ,活魚,せん漁業,動力船１トン以上３トン未満,0,2005/01/25,3.6,4002,3,1870,700,1111.6,,
牡鹿,ケムシカジカ,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2005/01/25,0.3,138,1,460,460,460,,
牡鹿,ケムシカジカ,活魚,刺網全漁法,不明,0,2005/01/25,10.2,4692,1,460,460,459.9,,
牡鹿,そげ,活魚,せん漁業,動力船５トン以上１０トン未満,0,2005/01/25,0.5,700,1,1400,1400,1400,,
牡鹿,ひらめ,活魚,刺網全漁法,不明,0,2005/01/25,1.4,5740,1,4100,4100,4100,,
牡鹿,ひらめ,活魚,定置網・ます網つぼ網(小型定置),動力船１０トン以上２０トン未満,0,2005/01/25,1,4100,1,4100,4100,4100,,
牡鹿,ババガレイ,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2005/01/25,0.6,348,2,860,300,580,,
牡鹿,ババガレイ,活魚,刺網全漁法,不明,0,2005/01/25,0.3,258,1,860,860,860,,
牡鹿,ババガレイ,活魚,定置網・ます網つぼ網(小型定置),動力船１０トン以上２０トン未満,0,2005/01/25,0.9,1575,1,1750,1750,1750,,
牡鹿,ヒラメ累計,活魚,定置網・ます網つぼ網(小型定置),動力船１０トン以上２０トン未満,0,2005/01/18,1.6,5280,1,3300,3300,3,,
牡鹿,ヒラメ累計,活魚,刺網全漁法,動力船１トン以上３トン未満,0,2005/01/18,1.1,825,1,750,750,750,,
牡鹿,スズキ累計,活魚,刺網全漁法,動力船１トン以上３トン未満,0,2005/01/20,4,4400,1,1100,1100,1,,
