市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
塩釜市,きはだ,生鮮,その他漁業種,不明,0,2001/01/05,318.6,167380,1,800,800,525.3,,
塩釜市,キハダ累計,生鮮,その他漁業種,不明,0,2001/01/05,318.6,167380,1,800,800,525.3,,
塩釜市,ババガレイ,生鮮,その他漁業種,不明,0,2001/01/05,505.9,570310,1,2700,1200,1127.3,,
塩釜市,マコガレイ,生鮮,その他漁業種,不明,0,2001/01/05,35,17500,1,500,500,500,,
塩釜市,ヤナギムシガレイ,生鮮,その他漁業種,不明,0,2001/01/05,80,23200,1,380,380,290,,
塩釜市,タラバガニ,生鮮,その他漁業種,不明,0,2001/01/05,9.5,14945,1,1750,1750,1573.1,,
塩釜市,ケガニ,生鮮,その他漁業種,不明,0,2001/01/05,10,28000,1,3200,3200,2800,,
塩釜市,たこ類,生鮮,その他漁業種,不明,0,2001/01/05,101,23750,1,300,300,235.1,,
塩釜市,マダコ,生鮮,その他漁業種,不明,0,2001/01/05,2332.2,288240,1,130,130,123.5,,
塩釜市,モスソガイ,生鮮,その他漁業種,不明,0,2001/01/05,112,22400,1,200,200,200,,
塩釜市,たこ類,生鮮,その他漁業種,不明,0,2001/01/16,318.5,56765,1,900,190,178.2,,
塩釜市,マダコ,生鮮,その他漁業種,不明,0,2001/01/16,62,7510,1,200,200,121.1,,
塩釜市,ヤマトシジミ,生鮮,その他漁業種,不明,0,2001/01/16,12,6000,1,500,500,500,,
塩釜市,アサリ,生鮮,その他漁業種,全階層,0,2001/01/16,48,21600,1,450,450,450,,
塩釜市,ハマグリ,生鮮,その他漁業種,不明,0,2001/01/16,12,7200,1,600,600,600,,
塩釜市,うに類,生鮮,その他漁業種,不明,0,2001/01/16,21.6,141400,1,7000,7000,6546.2,,
