市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
亘理,すずき,生鮮,刺網全漁法,不明,0,2004/07/24,12,14760,1,1500,700,1230,,
亘理,スズキ累計,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2004/07/23,2.4,1480,1,800,400,616.6,,
亘理,ヒラメ累計,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,7.8,23750,9,3500,1500,3044.8,,
亘理,ヒラメ累計,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,2.3,6510,2,3300,1500,2830.4,,
亘理,その他のかれい,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,1.4,1190,1,850,850,849.9,,
亘理,その他のかれい,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,1.6,1020,5,700,150,637.5,,
亘理,ホシガレイ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,0,200,1,0,0,0,,
亘理,マコガレイ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,93.7,100820,10,2500,700,1075.9,,
亘理,マコガレイ,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,1.7,2930,1,2500,1300,1723.5,,
亘理,マコガレイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,4.8,3860,3,900,600,804.1,,
亘理,マガレイ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,800.4,356880,10,550,150,445.8,,
亘理,マガレイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,927.3,302017,10,600,100,325.6,,
亘理,イシガレイ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,81.1,74280,10,1500,500,915.9,,
亘理,イシガレイ,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,3.6,5070,1,1500,1200,1408.3,,
亘理,イシガレイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,4.8,3540,2,800,500,737.5,,
亘理,イシガレイ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,7,8400,1,1200,1200,1200,,
亘理,ヌマガレイ(カワガレイ),活魚,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,1,280,1,280,280,280,,
亘理,メイタガレイ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,2,2800,6,600,600,1400,,
亘理,メイタガレイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,9.7,2785,8,600,50,287.1,,
亘理,アカシタビラメ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,1.9,285,1,150,150,150,,
亘理,クサフグ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,2.1,640,2,300,300,304.7,,
亘理,その他のさかな,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,0,100,1,0,0,0,,
亘理,マダコ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,11,3415,2,400,250,310.4,,
亘理,その他の巻き貝,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,9.2,2760,1,300,300,299.9,,
亘理,その他の巻き貝,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,28.5,4275,2,150,150,150,,
亘理,マアナゴ(はも),活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,67.9,40740,10,600,600,600,,
亘理,シロサケ,生鮮,定置網・ます網つぼ網(小型定置),動力船３トン以上５トン未満,0,2004/09/08,8.3,3450,2,500,300,415.6,,
亘理,シロサケ累計,生鮮,定置網・ます網つぼ網(小型定置),動力船３トン以上５トン未満,0,2004/09/08,8.3,3450,2,500,300,415.6,,
亘理,あんこう類,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,0,1900,5,0,0,0,,
亘理,すずき,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,3.2,4800,1,1500,1500,1500,,
亘理,スズキ累計,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,3.2,4800,1,1500,1500,1500,,
亘理,マアジ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,46.5,10950,9,250,150,235.4,,
亘理,マツダイ,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,2.8,2800,1,1000,1000,999.9,,
亘理,にべ・ぐち(いしもち),生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,3.5,700,1,200,200,200,,
亘理,クロダイ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/07,2,3000,1,1500,1500,1500,,
亘理,チダイ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,4.2,2155,1,750,300,513,,
亘理,チダイ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,46.1,16730,9,700,50,362.9,,
亘理,めろーど,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,0,200,1,0,0,0,,
亘理,イカナゴ累計,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,0,200,1,0,0,0,,
亘理,ぎんぽ類,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,16.4,3585,7,250,150,218.5,,
亘理,アイナメ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,72.5,49955,10,1000,200,689,,
亘理,アイナメ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,40.7,3035,7,50,50,74.5,,
亘理,カナガシラ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,0,650,3,0,0,0,,
亘理,ねずっぽ類,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,157.7,26913,9,250,50,170.6,,
亘理,はが,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,3.1,8550,7,2500,1500,2758,,
亘理,はが,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,0.6,900,1,1500,1500,1500,,
亘理,ひらめ,活魚,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2004/09/07,4.7,15200,2,3500,3000,3234,,
