市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
牡鹿,まだら,生鮮,刺網全漁法,動力船１トン未満,0,2000/01/18,110.6,29642,6,600,100,268,,
牡鹿,まだら,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2000/01/18,58.6,10124,1,420,50,172.7,,
牡鹿,マダラ累計,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2000/01/18,35.4,14160,1,400,400,400,,
牡鹿,マダラ累計,生鮮,刺網全漁法,動力船１トン未満,0,2000/01/18,110.6,29642,6,600,100,268,,
牡鹿,マダラ累計,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2000/01/18,58.6,10124,1,420,50,172.7,,
牡鹿,メバル,生鮮,刺網全漁法,動力船１トン未満,0,2000/01/18,5.4,9440,1,2000,300,1748.1,,
牡鹿,メバル,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2000/01/18,2.2,3652,1,1660,1660,1659.9,,
牡鹿,メバル,生鮮,せん漁業,不明,0,2000/01/18,23,44188,2,2490,1000,1921.2,,
牡鹿,タケノコメバル,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2000/01/18,0.8,800,1,1000,1000,1000,,
牡鹿,その他のそい類,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2000/01/18,1.4,1320,2,1800,300,942.8,,
牡鹿,その他のそい類,活魚,せん漁業,不明,0,2000/01/18,3.8,2740,2,1300,300,721,,
牡鹿,アイナメ,活魚,刺網全漁法,動力船１トン未満,0,2000/01/18,0.2,140,1,700,700,700,,
牡鹿,アイナメ,活魚,刺網全漁法,動力船３トン以上５トン未満,0,2000/01/18,4.8,6034,5,1400,700,1257,,
牡鹿,アイナメ,活魚,刺網全漁法,動力船５トン以上１０トン未満,0,2000/01/18,0.2,140,1,700,700,700,,
牡鹿,アイナメ,活魚,せん漁業,動力船１トン未満,0,2000/01/18,6,5580,2,1330,850,930,,
牡鹿,アイナメ,活魚,せん漁業,不明,0,2000/01/18,41.8,46958,7,1550,700,1123.3,,
