市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
志津川,ヒラメ累計,生鮮,刺網全漁法,動力船１トン以上３トン未満,0,2012/12/29,22.2,31010,2,2500,1000,1256,,
志津川,ヒラメ累計,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/12/29,3,8400,1,3000,2600,2800,,
志津川,ヒラメ累計,生鮮,刺網全漁法,不明,0,2012/12/29,13.5,11700,1,1000,700,867,,
志津川,ヒラメ累計,生鮮,定置網・落網(大型定置),動力船５トン以上１０トン未満,0,2012/12/29,1.1,1320,1,1200,1200,1200,,
志津川,ヒラメ累計,生鮮,定置網・落網(大型定置),動力船１０００トン以上,0,2012/12/29,9.9,17490,3,2500,500,1212,,
志津川,マサバ累計,生鮮,定置網・落網(大型定置),動力船１トン以上３トン未満,0,2012/12/29,48,5260,2,800,20,235,,
志津川,マサバ累計,生鮮,定置網・落網(大型定置),動力船５トン以上１０トン未満,0,2012/12/29,71,1410,1,30,10,20,,
志津川,マサバ累計,生鮮,定置網・落網(大型定置),動力船１０００トン以上,0,2012/12/29,66,660,1,10,10,10,,
志津川,クロマグロ累計,生鮮,その他漁業種,不明,0,2012/12/29,65.1,248230,1,6800,2900,3813,,
志津川,キチジ累計,生鮮,その他漁業種,不明,0,2012/12/29,33,70275,1,2200,1950,2130,,
志津川,ワカメ,生鮮,養殖全魚種,動力船１０トン以上２０トン未満,0,2012/03/28,80,23200,1,290,290,290,,
志津川,ワカメ,生鮮,養殖全魚種,動力船５トン以上１０トン未満,0,2012/03/28,167,46760,1,280,280,280,,
志津川,ワカメ,生鮮,養殖全魚種,動力船３トン以上５トン未満,0,2012/03/28,341,82390,3,270,230,241.6,,
志津川,ワカメ,生鮮,養殖全魚種,動力船１トン以上３トン未満,0,2012/03/28,163,36890,2,260,200,226.3,,
志津川,ワカメ,生鮮,養殖全魚種,不明,0,2012/03/28,259.5,36330,2,140,140,140,,
志津川,ワカメ,生鮮,養殖全魚種,動力船１トン以上３トン未満,0,2012/03/28,142,19880,1,140,140,140,,
志津川,アイナメ,生鮮,刺網全漁法,動力船１トン未満,0,2012/05/11,1,1200,1,1200,1200,1200,,
志津川,アイナメ,生鮮,刺網全漁法,不明,0,2012/05/11,1,800,1,800,800,800,,
志津川,アイナメ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/11,1,100,1,100,100,100,,
志津川,アイナメ,生鮮,せん漁業,不明,0,2012/05/11,1,300,1,300,300,300,,
志津川,マアナゴ(はも),生鮮,せん漁業,不明,0,2012/05/11,24.5,17150,2,850,400,700,,
志津川,マアナゴ(はも),生鮮,せん漁業,動力船３トン以上５トン未満,0,2012/05/11,22.5,16350,1,1050,450,726.7,,
志津川,あんこう類,生鮮,刺網全漁法,動力船１トン未満,0,2012/05/11,7.5,2250,1,300,300,300,,
志津川,ガザミ,生鮮,せん漁業,不明,0,2012/05/11,1.7,510,1,300,300,300,,
志津川,エゾイソアイナメ,生鮮,刺網全漁法,不明,0,2012/05/14,5,800,1,160,160,160,,
志津川,ひらめ,生鮮,刺網全漁法,不明,0,2012/05/14,1,1800,1,1800,1800,1800,,
志津川,ひらめ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/14,10,6435,1,1000,400,643.5,,
志津川,ひらめ,生鮮,刺網全漁法,動力船１トン以上３トン未満,0,2012/05/14,15.2,15330,3,1500,800,1008.6,,
志津川,はが,生鮮,刺網全漁法,不明,0,2012/05/14,23.7,9911,4,800,150,418.2,,
志津川,はが,生鮮,刺網全漁法,動力船５トン以上１０トン未満,0,2012/05/14,5.1,2340,1,600,200,458.8,,
志津川,トゲクリガニ,生鮮,せん漁業,不明,0,2012/05/11,4.5,2700,1,600,600,600,,
志津川,シロウオ,生鮮,沿岸小漁,動力船１トン以上３トン未満,0,2012/05/11,6,9450,1,1666,1500,1575,,
志津川,クロソイ,生鮮,刺網全漁法,不明,0,2012/05/11,1.6,160,1,100,100,100,,
志津川,クロソイ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/11,156,35450,1,250,100,227.2,,
志津川,クロソイ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/11,1,1100,1,1100,1100,1100,,
志津川,ウミタナゴ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/11,12,3000,1,300,200,250,,
志津川,ひらめ,生鮮,刺網全漁法,不明,0,2012/05/11,1.1,1650,1,1500,1500,1500,,
志津川,ひらめ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/11,8.5,7150,3,2500,500,841.2,,
志津川,はが,生鮮,刺網全漁法,不明,0,2012/05/11,4.5,2125,1,500,450,472.2,,
志津川,はが,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/11,2.2,620,2,350,200,281.8,,
志津川,はが,生鮮,刺網全漁法,動力船１トン未満,0,2012/05/11,5.2,2345,2,700,250,451,,
志津川,クサフグ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/11,12,3000,1,250,250,250,,
志津川,ケムシカジカ,生鮮,刺網全漁法,不明,0,2012/05/11,1,100,1,100,100,100,,
志津川,全魚種,生鮮,養殖全魚種,動力船１０００トン以上,0,2012/05/11,27,4320,1,160,160,160,,
志津川,全魚種,生鮮,その他漁業種,不明,0,2012/05/11,88,44000,1,500,500,500,,
志津川,ギンザケ,生鮮,養殖全魚種,不明,0,2012/05/12,26.5,11325,1,550,50,427.4,,
志津川,ババガレイ,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/12,2,600,1,300,300,300,,
志津川,その他のかれい,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2012/05/12,2,600,2,400,200,300,,
