市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
塩釜Ｋ,そい類,生鮮,小型底曳網・板曳,全階層,0,2013/01/12,1.2,1560,1,1300,1300,1300,,
塩釜Ｋ,アイナメ,生鮮,小型底曳網・板曳,全階層,0,2013/01/12,9.2,4160,2,600,400,452.2,,
塩釜Ｋ,ケムシカジカ,生鮮,小型底曳網・板曳,全階層,0,2013/01/12,3.8,1420,2,400,350,373.7,,
塩釜Ｋ,イシガレイ,生鮮,小型底曳網・板曳,全階層,0,2013/01/12,1.6,640,1,400,400,400,,
塩釜Ｋ,コチ,生鮮,小型底曳網・板曳,全階層,0,2013/01/12,2.6,1040,1,400,400,400,,
塩釜Ｋ,その他のかれい,生鮮,小型底曳網・板曳,全階層,0,2013/01/12,2.6,1040,1,400,400,400,,
塩釜Ｋ,モスソガイ,生鮮,小型底曳網・板曳,全階層,0,2013/01/12,4.2,3360,1,800,800,800,,
塩釜Ｋ,カンパチ,生鮮,その他漁業種,全階層,0,2013/01/12,3.9,3510,1,900,900,900,,
塩釜Ｋ,ビンナガ,生鮮,まぐろ延縄･近海,全階層,0,2013/01/05,14307.4,4542094,104,550,30,317.5,,
塩釜Ｋ,ビンナガ,生鮮,その他漁業種,全階層,0,2013/01/05,83.9,67120,1,800,800,800,,
塩釜Ｋ,モスソガイ,生鮮,その他漁業種,全階層,0,2013/01/05,32,22400,1,700,700,700,,
塩釜Ｋ,めばち,生鮮,輸入魚,全階層,0,2013/01/05,1407.2,1534500,30,1500,600,1090.5,,
塩釜Ｋ,ババガレイ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,13.5,31100,4,3000,1300,2303.7,,
塩釜Ｋ,アカガレイ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,5.5,2125,3,500,150,386.4,,
塩釜Ｋ,ミギガレイ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,0.4,200,1,0,0,500,,
塩釜Ｋ,ヒレグロ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,0.6,200,1,0,0,333.3,,
塩釜Ｋ,たこ類,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,25,2500,1,100,100,100,,
塩釜Ｋ,ウスメバル,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,1.6,1280,1,800,800,800,,
塩釜Ｋ,マアナゴ(はも),生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,14.4,6300,2,500,400,437.5,,
塩釜Ｋ,ホッケ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,6.8,3400,1,500,500,500,,
塩釜Ｋ,ニシン,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,2,500,1,0,0,250,,
塩釜Ｋ,シマガツオ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,11,1100,1,100,100,100,,
塩釜Ｋ,メダイ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,1,500,1,0,0,500,,
塩釜Ｋ,サメガレイ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,5,625,2,300,50,125,,
塩釜Ｋ,その他のさめ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,17.7,2229,2,170,50,125.9,,
塩釜Ｋ,ギス,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,5,50,1,10,10,10,,
塩釜Ｋ,ドジョウ,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,3,30,1,10,10,10,,
塩釜Ｋ,すけとうだら,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,244.4,24694,15,350,20,101,,
塩釜Ｋ,こういか類,生鮮,沖合底曳網・板曳,全階層,0,2013/01/07,24488,4950800,9,250,202,202.2,,
塩釜Ｋ,ビンナガ,生鮮,その他漁業種,全階層,0,2013/01/07,80.3,64240,1,800,800,800,,
塩釜Ｋ,きちじ,生鮮,その他漁業種,全階層,0,2013/01/07,10,10400,2,2200,2000,1040,,
塩釜Ｋ,たこ類,生鮮,その他漁業種,全階層,0,2013/01/07,8,3200,1,400,400,400,,
塩釜Ｋ,マアナゴ(はも),生鮮,その他漁業種,全階層,0,2013/01/07,130,69900,5,550,500,537.7,,
塩釜Ｋ,なまこ類,生鮮,小型底曳網・板曳,全階層,0,2013/01/07,9,9000,1,1000,1000,1000,,
塩釜Ｋ,そい類,生鮮,小型底曳網・板曳,全階層,0,2013/01/07,6.3,5190,3,1000,700,823.8,,
塩釜Ｋ,アイナメ,生鮮,小型底曳網・板曳,全階層,0,2013/01/07,21.3,9170,4,1000,200,430.5,,
塩釜Ｋ,ケムシカジカ,生鮮,小型底曳網・板曳,全階層,0,2013/01/07,9.9,3690,2,400,300,372.7,,
塩釜Ｋ,きちじ,生鮮,その他漁業種,全階層,0,2013/01/04,82,88800,4,2200,2000,1082.9,,
塩釜Ｋ,ビンナガ,生鮮,まぐろ延縄･近海,全階層,0,2013/01/04,33613.2,11315964,161,900,120,336.7,,
塩釜Ｋ,めばち,生鮮,まぐろ延縄･近海,全階層,0,2013/01/04,373,778840,7,4000,1000,2088,,
塩釜Ｋ,めばち,生鮮,まぐろ延縄･近海,全階層,0,2013/01/04,2283,1978610,55,3300,150,866.7,,
塩釜Ｋ,きはだ,生鮮,まぐろ延縄･近海,全階層,0,2013/01/04,13,1300,1,100,100,100,,
塩釜Ｋ,マカジキ,生鮮,まぐろ延縄･近海,全階層,0,2013/01/04,97,43600,3,600,300,449.5,,
塩釜Ｋ,クロカジキ(くろかわ),生鮮,まぐろ延縄･近海,全階層,0,2013/01/04,89,26700,1,300,300,300,,
