市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
閖上,その他の巻き貝,生鮮,小型底曳網・桁あみ,動力船５トン以上１０トン未満,0,2006/01/10,120,34507,1,308,268,287.6,,
閖上,ズワイガニ,生鮮,その他漁業種,不明,0,2006/01/10,125,26100,14,600,100,208.8,,
閖上,ベニズワイガニ,生鮮,その他漁業種,不明,0,2006/01/10,31,13900,8,650,300,448.4,,
閖上,サルエビ,生鮮,その他漁業種,不明,0,2006/01/10,12,4500,3,400,350,375,,
閖上,マアジ,生鮮,その他漁業種,不明,0,2006/01/10,20,700,3,50,25,35,,
閖上,にべ・ぐち(いしもち),生鮮,沖合底曳網・板曳,動力船３０トン以上５０トン未満,0,2006/01/10,2,500,1,250,250,250,,
閖上,ウマヅラハギ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2006/01/10,4,400,1,100,100,100,,
閖上,ウマヅラハギ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2006/01/10,2,300,1,150,150,150,,
閖上,アイナメ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2006/01/10,14,2100,3,400,50,150,,
閖上,アイナメ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2006/01/10,10,1300,2,250,100,130,,
閖上,カナガシラ,生鮮,沖合底曳網・板曳,動力船３０トン以上５０トン未満,0,2006/01/10,6,900,3,150,150,150,,
閖上,カナガシラ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2006/01/10,4,800,1,250,150,200,,
閖上,カナガシラ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2006/01/10,2,300,1,150,150,150,,
閖上,カナガシラ,生鮮,その他漁業種,不明,0,2006/01/10,20,1800,3,150,50,90,,
閖上,その他のさめ,生鮮,沖合底曳網・板曳,動力船３０トン以上５０トン未満,0,2006/01/10,4,400,2,150,50,100,,
閖上,エゾイソアイナメ,生鮮,その他漁業種,不明,0,2006/01/10,8,800,2,150,50,100,,
閖上,その他のさかな,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2006/01/10,2,100,1,50,50,50,,
閖上,その他のさかな,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2006/01/10,6,600,2,150,50,100,,
閖上,マコガレイ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2006/01/12,6,1000,3,200,100,166.7,,
閖上,マガレイ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2006/01/12,74,12800,13,650,100,173,,
閖上,マガレイ,生鮮,その他漁業種,不明,0,2006/01/12,144,17150,21,550,25,119.1,,
閖上,イシガレイ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2006/01/12,18,3200,6,400,100,177.8,,
閖上,ヤナギムシガレイ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2006/01/12,16,9600,7,1000,150,600,,
閖上,ヤナギムシガレイ,生鮮,その他漁業種,不明,0,2006/01/12,2,800,1,400,400,400,,
