市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
牡鹿,マコガレイ,冷凍,刺網全漁法,不明,0,2012/06/22,2.7,9450,1,3500,3500,3500,,
牡鹿,マコガレイ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/22,8.1,28350,2,3500,3500,3500,,
牡鹿,マコガレイ,冷凍,刺網全漁法,不明,0,2012/06/22,3,5400,1,1800,1800,1800,,
牡鹿,マコガレイ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/22,7,12600,2,1800,1800,1800,,
牡鹿,マコガレイ,冷凍,刺網全漁法,不明,0,2012/06/22,7,2800,1,400,400,400,,
牡鹿,マコガレイ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/22,13.8,5520,2,400,400,400,,
牡鹿,イシガレイ,冷凍,刺網全漁法,不明,0,2012/06/22,5,4000,1,800,800,800,,
牡鹿,イシガレイ,冷凍,刺網全漁法,不明,0,2012/06/22,3.2,1280,1,400,400,400,,
牡鹿,イシガレイ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/22,2.5,1000,2,400,400,400,,
牡鹿,アイナメ,冷凍,せん漁業,動力船３トン以上５トン未満,0,2012/06/22,45.4,40860,2,900,900,900,,
牡鹿,アイナメ,冷凍,せん漁業,動力船３トン以上５トン未満,0,2012/06/22,59.4,35640,2,600,600,600,,
牡鹿,アイナメ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/22,0.2,80,1,400,400,400,,
牡鹿,その他のそい類,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/22,0.7,140,2,200,200,200,,
牡鹿,ミズダコ,冷凍,刺網全漁法,不明,0,2012/06/22,24.8,7440,1,300,300,300,,
牡鹿,ミズダコ,冷凍,せん漁業,動力船３トン以上５トン未満,0,2012/06/22,86.6,25980,2,300,300,300,,
牡鹿,マコガレイ,冷凍,刺網全漁法,不明,0,2012/06/19,19.6,7840,1,400,400,400,,
牡鹿,マコガレイ,冷凍,刺網全漁法,動力船３トン以上５トン未満,0,2012/06/19,0.4,160,1,400,400,400,,
牡鹿,マコガレイ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/19,22.3,8920,1,400,400,400,,
牡鹿,マコガレイ,冷凍,刺網全漁法,動力船１トン未満,0,2012/06/19,6.8,2720,1,400,400,400,,
牡鹿,イシガレイ,冷凍,刺網全漁法,不明,0,2012/06/19,5.2,2080,1,400,400,400,,
牡鹿,イシガレイ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/19,4.6,1840,1,400,400,400,,
牡鹿,イシガレイ,冷凍,刺網全漁法,動力船１トン未満,0,2012/06/19,1.1,440,1,400,400,400,,
牡鹿,アイナメ,冷凍,刺網全漁法,動力船３トン以上５トン未満,0,2012/06/19,1.7,1700,1,1000,1000,1000,,
牡鹿,アイナメ,冷凍,せん漁業,不明,0,2012/06/19,16.6,18260,1,1100,1100,1100,,
牡鹿,アイナメ,冷凍,せん漁業,動力船３トン以上５トン未満,0,2012/06/19,34.8,38280,1,1100,1100,1100,,
牡鹿,アイナメ,冷凍,せん漁業,動力船１トン以上３トン未満,0,2012/06/19,5,5500,1,1100,1100,1100,,
牡鹿,アイナメ,冷凍,刺網全漁法,動力船３トン以上５トン未満,0,2012/06/19,1.4,840,1,600,600,600,,
牡鹿,アイナメ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/19,0.5,300,1,600,600,600,,
牡鹿,アイナメ,冷凍,せん漁業,不明,0,2012/06/19,17.4,10440,1,600,600,600,,
牡鹿,アイナメ,冷凍,せん漁業,動力船３トン以上５トン未満,0,2012/06/19,73,43800,1,600,600,600,,
牡鹿,アイナメ,冷凍,せん漁業,動力船１トン以上３トン未満,0,2012/06/19,4.4,2640,1,600,600,600,,
牡鹿,アイナメ,冷凍,刺網全漁法,動力船３トン以上５トン未満,0,2012/06/19,0.9,360,1,400,400,400,,
牡鹿,アイナメ,冷凍,刺網全漁法,動力船１トン以上３トン未満,0,2012/06/19,0.2,80,1,400,400,400,,
牡鹿,その他のそい類,冷凍,刺網全漁法,動力船３トン以上５トン未満,0,2012/06/19,1.1,1815,1,1650,1650,1650,,
牡鹿,その他のそい類,冷凍,せん漁業,動力船３トン以上５トン未満,0,2012/06/19,1.5,2475,1,1650,1650,1650,,
