市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
渡波,メバル,生鮮,その他漁業種,不明,0,2003/09/30,2.2,4740,3,1200,800,2154.5,,
渡波,アイナメ,活魚,沿岸小漁,不明,0,2003/09/30,1.6,640,1,400,400,400,,
渡波,ヒラメ,生鮮,その他漁業種,不明,0,2003/09/30,16,20080,8,4000,500,1255,,
渡波,ヒラメ累計,生鮮,その他漁業種,不明,0,2003/09/30,16,20080,8,4000,500,1255,,
渡波,イシガレイ,活魚,沿岸小漁,不明,0,2003/09/30,0.6,480,1,800,800,800,,
渡波,その他のさかな,生鮮,その他漁業種,不明,0,2003/09/30,0,13750,14,0,0,0,,
渡波,マコンブ,生鮮,その他漁業種,不明,0,2003/09/30,5,4500,1,900,900,900,,
渡波,すずき,生鮮,その他漁業種,不明,0,2003/10/02,8.2,12260,2,2300,800,1495.1,,
渡波,スズキ累計,活魚,沿岸小漁,不明,0,2003/10/02,46.2,20540,2,1500,200,444.5,,
渡波,スズキ累計,生鮮,その他漁業種,不明,0,2003/10/02,8.2,12260,2,2300,800,1495.1,,
渡波,マアジ,生鮮,沿岸小漁,不明,0,2003/10/02,6.4,64,1,10,10,10,,
渡波,マアジ,生鮮,その他漁業種,不明,0,2003/10/02,6,60,1,10,10,10,,
渡波,ウミタナゴ,活魚,沿岸小漁,不明,0,2003/10/02,27,8100,1,300,300,300,,
渡波,マサバ,生鮮,その他漁業種,不明,0,2003/10/02,2163.6,147560,3,100,68,68.2,,
渡波,マサバ累計,生鮮,その他漁業種,不明,0,2003/10/02,2163.6,147560,3,100,68,68.2,,
渡波,そうだがつお類,生鮮,その他漁業種,不明,0,2003/10/02,7,175,1,30,25,25,,
渡波,メバル,生鮮,沿岸小漁,不明,0,2003/10/02,3,3900,1,1300,1300,1300,,
渡波,メバル,生鮮,その他漁業種,不明,0,2003/10/02,43.2,46800,9,1900,460,1083.3,,
渡波,タケノコメバル,活魚,沿岸小漁,不明,0,2003/10/02,23.6,17500,1,1000,500,741.5,,
渡波,アイナメ,活魚,沿岸小漁,不明,0,2003/10/02,4.8,3120,2,800,500,650,,
渡波,アイナメ,生鮮,沿岸小漁,不明,0,2003/10/02,2.4,960,1,400,400,400,,
渡波,ヒラメ,活魚,沿岸小漁,不明,0,2003/10/02,5.2,6720,2,3500,700,1292.3,,
渡波,ヒラメ,生鮮,その他漁業種,不明,0,2003/10/02,22.8,28120,7,4000,200,1233.3,,
渡波,ヒラメ累計,活魚,沿岸小漁,不明,0,2003/10/02,5.2,6720,2,3500,700,1292.3,,
渡波,ヒラメ累計,生鮮,その他漁業種,不明,0,2003/10/02,22.8,28120,7,4000,200,1233.3,,
渡波,全魚種,生鮮,その他漁業種,不明,0,2003/10/02,7.5,9375,2,1250,1250,1250,,
渡波,コノシロ,生鮮,沿岸小漁,不明,0,2003/10/02,2,40,2,20,20,20,,
渡波,コノシロ,生鮮,その他漁業種,動力船３トン以上５トン未満,0,2003/10/02,40,1200,1,30,30,30,,
渡波,マアナゴ(はも),活魚,沿岸小漁,不明,0,2003/10/02,13,8450,2,650,650,650,,
渡波,マアナゴ(はも),生鮮,その他漁業種,不明,0,2003/10/02,61.8,40440,3,800,260,654.3,,
渡波,シロサケ,生鮮,その他漁業種,不明,0,2003/10/02,14483.4,2053117,42,350,35,141.7,,
渡波,マコガレイ,活魚,沿岸小漁,不明,0,2003/10/02,0.6,600,1,1000,1000,1000,,
渡波,イシガレイ,活魚,沿岸小漁,不明,0,2003/10/02,2,1600,2,800,800,800,,
渡波,アカガレイ,生鮮,その他漁業種,不明,0,2003/10/02,150,126200,1,860,300,841.3,,
渡波,ヒレグロ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2003/10/02,142.6,10160,6,300,15,71.2,,
渡波,トラフグ,生鮮,その他漁業種,不明,0,2003/10/02,1,3000,1,3000,3000,3000,,
渡波,その他のさかな,生鮮,その他漁業種,不明,0,2003/10/02,0,12500,15,0,0,0,,
渡波,調研フグ,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2003/10/02,4.2,420,2,100,100,100,,
渡波,キタムラサキウニ,生鮮,その他漁業種,不明,0,2003/10/02,14.1,176100,2,25000,11000,12489.3,,
渡波,えい類,生鮮,小型底曳網・板曳,動力船５トン以上１０トン未満,0,2003/09/26,5,500,1,100,100,100,,
渡波,マアナゴ(はも),活魚,沿岸小漁,不明,0,2003/09/26,72.6,50820,2,700,700,699.9,,
渡波,シロサケ,生鮮,沿岸小漁,不明,0,2003/09/26,88,14837,3,300,71,168.6,,
渡波,シロサケ,生鮮,その他漁業種,不明,0,2003/09/26,9649,1487833,32,350,45,154.1,,
渡波,シロサケ累計,生鮮,沿岸小漁,不明,0,2003/09/26,88,14837,3,300,71,168.6,,
渡波,シロサケ累計,生鮮,その他漁業種,不明,0,2003/10/02,14483.4,2053117,42,350,35,141.7,,
渡波,ウグイ（降海型）,生鮮,沿岸小漁,不明,0,2003/10/02,3,60,1,20,20,20,,
渡波,ウグイ（降海型）,生鮮,その他漁業種,動力船３トン以上５トン未満,0,2003/10/02,6,90,1,15,15,15,,
渡波,エゾイソアイナメ,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2003/10/02,5,2000,1,400,400,400,,
渡波,まだら,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2003/10/02,595,317500,2,642,142,533.6,,
渡波,マダラ累計,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2003/10/02,595,317500,2,642,142,533.6,,
渡波,こすけ,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2003/10/02,64,2304,1,36,36,36,,
渡波,すけとうだら,生鮮,その他漁業種,不明,0,2003/10/02,35,10500,1,300,300,300,,
渡波,スケトウダラ累計,生鮮,小型底曳網・板曳,動力船１０トン以上２０トン未満,0,2003/10/02,64,2304,1,36,36,36,,
渡波,スケトウダラ累計,生鮮,その他漁業種,不明,0,2003/10/02,35,10500,1,300,300,300,,
渡波,せいご,活魚,沿岸小漁,不明,0,2003/10/02,46.2,20540,2,1500,200,444.5,,
渡波,マアナゴ(はも),活魚,沿岸小漁,不明,0,2003/09/30,30,21000,3,700,700,700,,
渡波,シロサケ,生鮮,沿岸小漁,不明,0,2003/09/30,43,7520,1,290,65,174.8,,
渡波,シロサケ,生鮮,その他漁業種,不明,0,2003/09/30,15804.4,2518411,45,350,39,159.3,,
渡波,シロサケ累計,生鮮,沿岸小漁,不明,0,2003/09/30,43,7520,1,290,65,174.8,,
渡波,シロサケ累計,生鮮,その他漁業種,不明,0,2003/09/30,15804.4,2518411,45,350,39,159.3,,
渡波,ウグイ（降海型）,生鮮,沿岸小漁,不明,0,2003/09/30,9,180,1,20,20,20,,
渡波,ウグイ（降海型）,生鮮,その他漁業種,不明,0,2003/09/30,6,90,1,15,15,15,,
渡波,エゾイソアイナメ,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2003/09/30,40,12000,1,300,300,300,,
渡波,すけとうだら,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2003/09/30,5,2000,1,400,400,400,,
渡波,スケトウダラ累計,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2003/09/30,5,2000,1,400,400,400,,
渡波,イトヒキダラ(赤ひげ),生鮮,その他漁業種,不明,0,2003/09/30,9,243,1,27,27,27,,
渡波,せいご,活魚,沿岸小漁,不明,0,2003/09/30,10.4,7620,2,1300,300,732.6,,
渡波,せいご,生鮮,沿岸小漁,不明,0,2003/09/30,22,4400,1,200,200,200,,
渡波,せいご,生鮮,その他漁業種,不明,0,2003/09/30,1.2,1200,1,1000,1000,1000,,
渡波,すずき,生鮮,その他漁業種,不明,0,2003/09/30,14.8,15060,4,1700,700,1017.5,,
渡波,スズキ累計,活魚,沿岸小漁,不明,0,2003/09/30,10.4,7620,2,1300,300,732.6,,
渡波,スズキ累計,生鮮,沿岸小漁,不明,0,2003/09/30,22,4400,1,200,200,200,,
