市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
女川,マサバ累計,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/08/10,888,19920,2,200,20,22.4,,
女川,マサバ,生鮮,定置網・落網(大型定置),動力船５トン以上１０トン未満,0,2004/08/17,7,1400,1,200,200,200,,
女川,マサバ,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/08/17,1,1000,1,1000,1000,1000,,
女川,チカ,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/08/09,6,1200,1,200,200,200,,
女川,えい類,活魚,定置網・ます網つぼ網(小型定置),動力船１トン未満,0,2004/08/02,1,100,1,100,100,100,,
女川,マイワシ,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/08/02,1,250,1,250,250,250,,
女川,マイワシ,生鮮,定置網・ます網つぼ網(小型定置),動力船３トン以上５トン未満,0,2004/08/02,19,9500,1,500,500,500,,
女川,マイワシ累計,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/08/02,1,250,1,250,250,250,,
女川,マイワシ累計,生鮮,定置網・ます網つぼ網(小型定置),動力船３トン以上５トン未満,0,2004/08/02,19,9500,1,500,500,500,,
女川,カタクチイワシ,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/08/02,17,850,1,50,50,50,,
女川,カタクチイワシ累計,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/08/02,17,850,1,50,50,50,,
女川,マアナゴ(はも),活魚,沿岸小漁,不明,0,2004/08/02,23.1,15140,2,1100,400,655.4,,
女川,ギンザケ,生鮮,養殖全魚種,不明,0,2004/08/02,41025,12984650,7,348,80,316.5,,
女川,とびうお類,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/08/02,23.5,4025,2,250,150,171.2,,
女川,じゃみさば,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/09/14,40,1200,2,30,30,30,,
女川,むぎさば,生鮮,定置網・落網(大型定置),動力船３トン以上５トン未満,0,2004/08/28,1355,27100,1,20,20,20,,
女川,むぎさば,生鮮,定置網・落網(大型定置),動力船５トン以上１０トン未満,0,2004/08/28,1898,38360,2,40,20,20.2,,
女川,むぎさば,生鮮,沿岸小漁,不明,0,2004/09/04,600,73140,1,121,121,121.9,,
女川,マサバ累計,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/04,1,350,1,350,350,350,,
女川,マサバ累計,生鮮,大中型まき網・１そう鰯鯖,動力船５０トン以上１００トン未満,0,2004/09/04,10513,2088399,1,240,152,198.6,,
女川,マサバ累計,生鮮,定置網・落網(大型定置),動力船１トン以上３トン未満,0,2004/09/04,1747,34940,1,20,20,20,,
女川,アイナメ,生鮮,刺網全漁法,動力船５トン以上１０トン未満,0,2004/09/13,10.4,4015,1,900,100,386,,
女川,アイナメ,生鮮,刺網全漁法,不明,0,2004/09/13,29.5,11755,3,900,100,398.4,,
女川,ケムシカジカ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,39,2420,2,100,20,62,,
女川,ニジカジカ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,11,165,1,15,15,15,,
女川,はが,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/09/13,1,400,1,400,400,400,,
女川,ヒラメ累計,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/09/13,1,400,1,400,400,400,,
女川,ババガレイ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,35.2,21715,2,1000,200,616.9,,
女川,ババガレイ,生鮮,刺網全漁法,不明,0,2004/09/13,1,600,1,600,600,600,,
女川,マガレイ,活魚,刺網全漁法,不明,0,2004/09/13,5.4,5620,1,1100,1000,1040.7,,
女川,ミギガレイ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,55.9,19775,2,600,100,353.7,,
女川,アカガレイ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,13,5425,1,1000,300,417.3,,
女川,ヒレグロ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,70.1,9700,2,600,50,138.3,,
女川,調研サンマ,生鮮,沿岸小漁,動力船１００トン以上２００トン未満,0,2004/09/13,2400,318518,1,134,132,132.7,,
女川,ケガニ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,43,23300,2,825,150,541.8,,
女川,スルメイカ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,10101,1970885,4,197,193,195.1,,
女川,スルメイカ,生鮮,いか釣漁業(沿岸小型),動力船５トン以上１０トン未満,0,2004/09/13,1855,660600,4,420,220,356.1,,
女川,スルメイカ,生鮮,いか釣漁業(沿岸小型),動力船１０トン以上２０トン未満,0,2004/09/13,3005,1055100,12,440,220,351.1,,
女川,スルメイカ,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/09/13,9.5,1760,2,400,160,185.2,,
女川,アカイカ,生鮮,いか釣漁業(沿岸小型),動力船１０トン以上２０トン未満,0,2004/09/13,3,240,1,80,80,80,,
女川,ヤリイカ,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/09/13,2.5,1025,2,500,350,410,,
女川,ヤナギダコ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,12.5,810,2,80,60,64.8,,
女川,ミズダコ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,371,28210,2,350,10,76,,
女川,ヤマトシジミ,生鮮,沿岸小漁,不明,0,2004/09/13,50,7100,1,150,140,142,,
女川,アサリ,生鮮,養殖全魚種,不明,0,2004/09/13,120,40800,2,340,340,340,,
女川,むぎさば,生鮮,定置網・落網(大型定置),動力船３トン以上５トン未満,0,2004/09/13,1230,24600,1,20,20,20,,
女川,むぎさば,生鮮,定置網・落網(大型定置),動力船５トン以上１０トン未満,0,2004/09/13,3920,78400,3,20,20,20,,
女川,むぎさば,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/09/13,4245,84900,4,20,20,20,,
女川,マサバ累計,生鮮,大中型まき網・１そう鰯鯖,動力船５０トン以上１００トン未満,0,2004/09/13,2776,519112,2,187,187,187,,
女川,マサバ累計,生鮮,刺網全漁法,動力船３トン以上５トン未満,0,2004/09/13,5633,112660,2,20,20,20,,
女川,マサバ累計,生鮮,刺網全漁法,動力船５トン以上１０トン未満,0,2004/09/13,1,400,1,400,400,400,,
女川,マサバ累計,生鮮,刺網全漁法,不明,0,2004/09/13,1,200,1,200,200,200,,
女川,マサバ累計,生鮮,定置網・落網(大型定置),動力船１トン以上３トン未満,0,2004/09/13,1634,32680,1,20,20,20,,
女川,マサバ累計,生鮮,定置網・落網(大型定置),動力船３トン以上５トン未満,0,2004/09/13,1230,24600,1,20,20,20,,
女川,マサバ累計,生鮮,定置網・落網(大型定置),動力船５トン以上１０トン未満,0,2004/09/13,3920,78400,3,20,20,20,,
女川,マサバ累計,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/09/13,4278.2,86520,6,150,20,20.2,,
女川,マサバ累計,生鮮,沿岸小漁,動力船１００トン以上２００トン未満,0,2004/09/13,3000,402000,1,134,134,134,,
女川,マサバ累計,生鮮,沿岸小漁,不明,0,2004/09/13,8000,965400,2,121,114,120.6,,
女川,そうだがつお類,生鮮,定置網・落網(大型定置),動力船１トン以上３トン未満,0,2004/09/13,1,300,1,300,300,300,,
女川,そうだがつお類,生鮮,定置網・落網(大型定置),動力船３トン以上５トン未満,0,2004/09/13,1,100,1,100,100,100,,
女川,そうだがつお類,生鮮,定置網・落網(大型定置),動力船５トン以上１０トン未満,0,2004/09/13,1,50,1,50,50,50,,
女川,そうだがつお類,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2004/09/13,4,80,1,20,20,20,,
女川,メダイ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,130,9500,1,140,60,73,,
女川,メダイ,生鮮,沿岸小漁,動力船１０トン以上２０トン未満,0,2004/09/13,1,500,1,500,500,500,,
女川,ナガヅカ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,201,6030,2,30,30,30,,
女川,きちじ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,1,1300,1,1300,1300,1300,,
女川,キチジ累計,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,1,1300,1,1300,1300,1300,,
女川,メバル,活魚,刺網全漁法,動力船５トン以上１０トン未満,0,2004/09/13,0.7,1400,1,2000,2000,1999.9,,
女川,メバル,生鮮,刺網全漁法,動力船５トン以上１０トン未満,0,2004/09/13,2.7,4860,1,1800,1800,1799.9,,
女川,メバル,生鮮,刺網全漁法,不明,0,2004/09/13,13.4,20580,3,1800,300,1535.8,,
女川,ユメカサゴ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,10.2,11640,2,1200,800,1141.1,,
女川,その他のそい類,生鮮,刺網全漁法,動力船５トン以上１０トン未満,0,2004/09/13,2,1600,1,800,800,800,,
女川,その他のそい類,生鮮,刺網全漁法,不明,0,2004/09/13,8.6,6380,3,800,500,741.8,,
女川,アイナメ,活魚,刺網全漁法,動力船５トン以上１０トン未満,0,2004/09/13,1.9,1800,1,1000,750,947.3,,
女川,アオメエソ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,1.1,1100,1,1000,1000,999.9,,
女川,サンマ,生鮮,さんま棒受網,動力船１００トン以上２００トン未満,0,2004/09/13,469930,63701146,8,210,114,135.5,,
女川,エゾイソアイナメ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,79.9,2645,2,200,15,33.1,,
女川,ぽんたら,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,138,8680,2,62,62,62.8,,
女川,まだら,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,21.7,2889,2,150,100,133.1,,
女川,マダラ累計,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,159.7,11569,4,150,62,72.4,,
女川,すけとうだら,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,19,1040,2,80,50,54.7,,
女川,スケトウダラ累計,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,19,1040,2,80,50,54.7,,
女川,イトヒキダラ(赤ひげ),生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2004/09/13,63,2016,1,32,32,32,,
