市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
塩釜Ｋ,マダイ,生鮮,刺網全漁法,全階層,0,2004/08/04,1,900,1,0,0,900,,
塩釜Ｋ,マダイ,生鮮,その他漁業種,全階層,0,2004/08/05,19.7,13845,7,750,550,702.7,,
塩釜Ｋ,マダイ,生鮮,その他漁業種,全階層,0,2004/08/06,48.9,33120,11,750,500,677.3,,
塩釜Ｋ,マダイ,生鮮,その他漁業種,全階層,0,2004/08/07,27.9,19925,6,750,600,714.1,,
塩釜Ｋ,マダイ,生鮮,その他漁業種,全階層,0,2004/08/09,25.8,18585,7,750,700,720.3,,
塩釜Ｋ,マダイ,生鮮,その他漁業種,全階層,0,2004/08/10,12.6,9450,3,750,750,750,,
塩釜Ｋ,ツボダイ,冷凍,北洋底曳網,全階層,0,2004/08/10,163184,56125925,10,355,330,343.9,,
塩釜Ｋ,たなご類,生鮮,小型底曳網・板曳,全階層,0,2004/08/02,2.2,440,1,200,200,199.9,,
塩釜Ｋ,たなご類,生鮮,小型底曳網・板曳,全階層,0,2004/08/04,1,600,1,0,0,600,,
塩釜Ｋ,たなご類,生鮮,小型底曳網・板曳,全階層,0,2004/08/06,1,300,1,0,0,300,,
塩釜Ｋ,たなご類,生鮮,小型底曳網・板曳,全階層,0,2004/08/07,1,200,1,200,200,200,,
塩釜Ｋ,メカジキ,生鮮,まぐろ延縄･近海,全階層,0,2004/08/02,261,196000,4,800,600,750.9,,
塩釜Ｋ,メカジキ,生鮮,まぐろ延縄･近海,全階層,0,2004/08/04,161,95100,2,700,500,590.6,,
塩釜Ｋ,メカジキ,生鮮,まぐろ延縄･近海,全階層,0,2004/08/06,188,223200,3,1500,300,1187.2,,
塩釜Ｋ,メカジキ,生鮮,まぐろ延縄･近海,全階層,0,2004/08/09,247,121550,5,600,400,492.1,,
塩釜Ｋ,マカジキ,生鮮,まぐろ延縄･近海,全階層,0,2004/08/02,544,133590,6,300,150,245.5,,
塩釜Ｋ,マカジキ,生鮮,まぐろ延縄･近海,全階層,0,2004/08/06,566,199940,7,700,180,353.2,,
塩釜Ｋ,クロカジキ(くろかわ),生鮮,まぐろ延縄･近海,全階層,0,2004/08/02,727,211490,7,480,150,290.9,,
塩釜Ｋ,クロカジキ(くろかわ),生鮮,まぐろ延縄･近海,全階層,0,2004/08/04,393,224900,7,700,500,572.2,,
塩釜Ｋ,クロカジキ(くろかわ),生鮮,まぐろ延縄･近海,全階層,0,2004/08/06,109,32700,1,300,300,300,,
塩釜Ｋ,クロカジキ(くろかわ),生鮮,まぐろ延縄･近海,全階層,0,2004/08/09,64,9600,1,150,150,150,,
塩釜Ｋ,カツオ,生鮮,大中型まき網・１そう鰹鮪,全階層,0,2004/08/09,4151,533030,9,350,30,128.4,,
塩釜Ｋ,カツオ,生鮮,その他漁業種,全階層,0,2004/08/02,1631.1,610855,56,580,80,374.5,,
塩釜Ｋ,カツオ,生鮮,その他漁業種,全階層,0,2004/08/03,597.2,231377,24,450,300,387.4,,
塩釜Ｋ,カツオ,生鮮,その他漁業種,全階層,0,2004/08/04,1176.8,278515,42,300,140,236.6,,
