市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
女川,ミズダコ,活魚,沿岸小漁,動力船３トン以上５トン未満,0,2017/11/15,3.4,1700,1,500,500,500,0030002,0060
女川,ミズダコ,活魚,沿岸小漁,動力船１トン以上３トン未満,0,2017/11/15,18.3,9585,3,550,400,523.8,0030002,0060
女川,ミズダコ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2017/11/15,7.5,810,1,120,100,108,0030002,0020
女川,その他の巻き貝,生鮮,沿岸小漁,不明,0,2017/11/15,20,4000,1,200,200,200,0080010,0060
女川,その他の巻き貝,生鮮,沿岸小漁,動力船１０００トン以上,0,2017/11/15,27,6750,2,250,250,250,0080010,0060
女川,マアジ,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2017/11/15,79.5,2950,1,300,25,37.1,0099002,0023
女川,マアジ,生鮮,定置網・落網(大型定置),不明,0,2017/11/15,13.2,3062,1,232,232,232,0099002,0030
女川,メバル,生鮮,定置網・落網(大型定置),動力船１０トン以上２０トン未満,0,2017/11/15,1.3,455,1,350,350,350,0099005,0030
女川,その他のそい類,活魚,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2017/11/15,14.9,3695,2,300,200,248,0099006,0023
女川,その他のそい類,活魚,沿岸小漁,動力船１０００トン以上,0,2017/11/15,1,500,1,500,500,500,0099006,0060
女川,その他のそい類,活魚,沿岸小漁,動力船３トン以上５トン未満,0,2017/11/15,1.6,480,1,300,300,300,0099006,0060
女川,その他のそい類,生鮮,刺網全漁法,動力船１０００トン以上,0,2017/11/15,3.7,851,1,230,230,230,0099006,0028
女川,その他のそい類,生鮮,定置網・落網(大型定置),動力船１０００トン以上,0,2017/11/15,1,500,1,500,500,500,0099006,0030
女川,クロソイ,生鮮,定置網・落網(大型定置),動力船１０００トン以上,0,2017/11/15,1,500,1,500,500,500,0099007,0030
女川,タケノコメバル,生鮮,刺網全漁法,動力船１０００トン以上,0,2017/11/15,1.3,1391,1,1070,1070,1070,0099008,0028
女川,カナガシラ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2017/11/15,198,3960,1,20,20,20,0099011,0020
女川,カナガシラ,生鮮,定置網・落網(大型定置),不明,0,2017/11/15,126,2520,2,20,20,20,0099011,0030
女川,アイナメ,生鮮,刺網全漁法,動力船１０００トン以上,0,2017/11/15,28.8,17689,1,1088,312,614.2,0099012,0028
女川,アイナメ,生鮮,刺網全漁法,動力船５トン以上１０トン未満,0,2017/11/15,1.2,1560,1,1300,1300,1300,0099012,0028
女川,あんこう類,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2017/11/15,166,74100,1,1500,150,446.4,0099015,0020
女川,ユメカサゴ,生鮮,沖合底曳網・板曳,動力船５０トン以上１００トン未満,0,2017/11/15,1.2,1440,1,1200,1200,1200,0099018,0020
女川,ウミタナゴ,生鮮,刺網全漁法,動力船１０００トン以上,0,2017/11/15,2,200,1,100,100,100,0099019,0028
女川,かます類,生鮮,定置網・ます網つぼ網(小型定置),動力船１トン以上３トン未満,0,2017/11/15,45,3150,1,70,70,70,0099021,0023
