市場コード,魚種コード,出荷形態コード,漁業種コード,トン数階層コード,県内県外区分,年月日,日別水揚量(キロ),日別水揚金額(円),水場隻数,日別高値(円),日別安値(円),平均単価(円),市場魚種コード,市場漁業種コード
塩釜Ｋ,マダラ累計,生鮮,沖合底曳網・板曳,全階層,0,2008/10/10,17.7,8750,3,600,400,494,,
塩釜Ｋ,スズキ累計,生鮮,小型底曳網・その他,全階層,0,2008/09/15,10,3000,1,300,300,300,,
塩釜Ｋ,ブリ累計,生鮮,その他漁業種,全階層,0,2008/09/16,40.5,10125,2,250,250,250,,
塩釜Ｋ,カツオ累計,生鮮,その他漁業種,全階層,0,2008/09/16,509.6,313310,22,850,440,615,,
塩釜Ｋ,マサバ累計,生鮮,沖合底曳網・板曳,全階層,0,2008/09/16,88.3,3984,7,200,10,45,,
塩釜Ｋ,シロサケ累計,生鮮,小型底曳網・板曳,全階層,0,2008/10/10,4.3,390,3,150,50,91,,
塩釜Ｋ,マサバ累計,生鮮,その他漁業種,全階層,0,2008/09/16,93.4,30504,11,1300,100,327,,
塩釜Ｋ,クロマグロ累計,生鮮,その他漁業種,全階層,0,2008/09/16,84,323400,2,3850,3850,3850,,
塩釜Ｋ,キチジ累計,生鮮,その他漁業種,全階層,0,2008/09/16,62,63000,11,2100,1200,1016,,
塩釜Ｋ,ヒラメ累計,生鮮,小型底曳網・板曳,全階層,0,2008/09/16,6.9,15970,6,3300,1300,2314,,
塩釜Ｋ,ヒラメ累計,生鮮,小型底曳網・その他,全階層,0,2008/09/16,23.9,25400,5,1500,1000,1063,,
塩釜Ｋ,メバチ累計,生鮮,まぐろ延縄･近海,全階層,0,2008/08/25,3321.4,7029590,55,4300,300,2116,,
塩釜Ｋ,メバチ累計,生鮮,輸入魚,全階層,0,2008/08/25,1035.8,2102640,22,5000,500,2030,,
塩釜Ｋ,シロサケ累計,生鮮,その他漁業種,全階層,0,2008/10/14,15,10500,2,700,700,700,,
塩釜Ｋ,マダラ累計,生鮮,沖合底曳網・板曳,全階層,0,2008/09/16,13.1,2800,4,300,50,214,,
塩釜Ｋ,スケトウダラ累計,生鮮,沖合底曳網・板曳,全階層,0,2008/09/16,19.1,1617,5,150,20,85,,
塩釜Ｋ,スズキ累計,生鮮,小型底曳網・板曳,全階層,0,2008/09/16,27.5,6633,3,300,150,241,,
塩釜Ｋ,ヒラメ累計,生鮮,小型底曳網・その他,全階層,0,2008/09/15,29.7,17380,3,600,500,585,,
